triggerDesc,actionDesc,freeOrLocked,isTriggerEco,isActionEco,isRuleEco
IF a message containing a key phrase is sent,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a message containing a key phrase is sent,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on eco mode on the appliance.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the specified program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn on the coffee with the specific program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN start the coffee with the chosen program.",FREE,NEUTRAL,ECO,ECO
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN deactivate a coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
IF a device is turned on,", THEN activate the coffee machine.",FREE,NEUTRAL,NEUTRAL,NEUTRAL
