id,triggerDesc,actionDesc
GVj28X9S,WHEN every single day at a specific time set by you,", THEN turn a wemo switch on"
GVxaqLMT,WHEN a selected member leaves,", THEN set your aura to away scene"
GWZGSeaB,WHEN a selected member arrives,", THEN set your aura to guardian scene"
GWjCJyiK,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
GWyzVacs,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
GXGBpgSF,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
GXLdxc7M,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GXSB2JMz,WHEN only on specific days of the week at the time you provide,", THEN turn your lights off"
GXShMZyn,WHEN a Motion Sensor becomes clear,", THEN turn off your hue lights"
GXUAqnzx,WHEN every time your WeMo Light Switch is turned on,", THEN turn a wemo insight switch on"
GXVa5LUt,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
GXYqfF5a,WHEN every time you post a new tweet with a specific hashtag,", THEN toggle a wemo switch on or off"
GYdGkqPe,WHEN my Total Connect security panel has been armed or disarmed,", THEN start your robot"
GYpzGk4j,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GYqph5bQ,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
GZ2chXub,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
GZ7FsDWw,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GZJV6hPM,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
GZXJWsUv,WHEN a selected member leaves,", THEN set your aura to away scene"
GZYsM3Ht,WHEN the alarm for a specific mode is dismissed,", THEN deactivate your smartthings alerting device's siren and/or strobe"
Ga5tDK2T,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN adjust multiple lights and shades together by activating a scene created in the lutron app"
Gb62TGte,WHEN a Routine is activated,", THEN turn your heating off"
GbJ6YkTG,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
Gc4BwMaJ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GcBDx3jp,WHEN Aura detects motion,", THEN set your aura to home scene"
GcnmySTk,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GdHn384B,WHEN Aura detects motion,", THEN set your aura to guardian scene"
GdWH4cVi,WHEN you tap a gesture with a custom IFTTT task matching the ID of this trigger,", THEN set a nest thermostat in heat-cool mode to the temperature range you specify"
GduHTYKF,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
GeUKx4p3,WHEN every time the temperature drops below a value you specify,", THEN turn your a/c off"
GecLPqv7,WHEN every time someone unlocks the door with Auto Unlock,", THEN turn on your hue lights"
Getkbm82,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GfCPb8DR,WHEN only on specific days of the week at the time you provide,", THEN change the color of your lights"
GfRYWuJb,WHEN every time your WeMo Switch is turned on,", THEN turn a wemo switch on THEN immediately back off"
GfY7LxTa,WHEN every time you receive a new voicemail,", THEN change the color of your lights"
GfpwZPKz,WHEN every time you enter an area you specify,", THEN set your honeywell thermostat to resume the currently defined thermostat programmed schedule"
GfujXDZN,WHEN every time your alarm goes off,", THEN turn a wemo switch on"
GfwGRcxi,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
Gg7LfNic,WHEN once a year on the date and time you specify,", THEN turn on a slow color loop effect for your hue lights"
Gh5w4UpD,WHEN every time you enter an area you specify,", THEN turn on your hue lights"
GhBwGrVR,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
GiJLrxUB,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
GiNnszYT,WHEN every time you receive an incoming call,", THEN turn on a slow color loop effect for your hue lights"
GiSVqNBW,WHEN every time you receive an incoming call from a number that is not in your contact list,", THEN make your lights quickly blink the color of your choice"
GiVvjSTa,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
GikLHRXD,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
GjZkieAC,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
GjdsAVk9,WHEN every time you enter an area you specify,", THEN the action will set the temperature on the selected heatmiser thermostat"
GkBysG5m,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
GkSVhaGQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
GkbCy96W,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GkgLSxMi,WHEN a selected member arrives,", THEN set your aura to guardian scene"
GkrbQMU3,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
GmdSNKDR,WHEN every time the Twitter user you specify tweets,", THEN activate the scene that you choose"
GmgauMvV,WHEN Aura detects motion when set to Night scene,", THEN set your aura to away scene"
GmykDEUF,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a scene on your hue lights"
Gn6pZ3di,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GpKmeuDY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GqG2JxSM,WHEN a selected member arrives,", THEN set your aura to guardian scene"
Gqp6jfxA,WHEN every time your SmartThings device's presence is no longer detected,", THEN turn off your smartthings devices that support switching off"
Gqs73dL9,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
GqwLcnia,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
GrM9PQh3,WHEN a selected member leaves,", THEN set your aura to guardian scene"
GrV2GQE5,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
GrdBf3Va,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
GrdDPGke,WHEN a Nexia automation runs,", THEN set the operating mode of your ge water heater"
GrsmDTtb,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN dim or brighten your hue lights to a value between 0-100"
GrztXLAV,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
Gs6vZTwR,WHEN only on specific days of the week at the time you provide,", THEN change the color of your hue lights"
Gs7krYaJ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
GsFeYCSy,WHEN every time your WeMo Switch is turned on,", THEN turn a wemo switch off"
GsdcEmPL,WHEN Aura detects motion,", THEN set your aura to home scene"
GsjzdkJY,WHEN within 15 minutes of the sunset in your location,", THEN turn on one of your mi|home devices"
GsqUMYJu,WHEN the garage door starts to open,", THEN turn on your hue lights"
GswUkjbh,WHEN within 15 minutes of the sunrise in your location,", THEN turn your lights off"
GtYNVJB7,"WHEN a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location",", THEN turn a wemo switch on"
GthNqnjM,WHEN a selected member leaves,", THEN set your aura to guardian scene"
Gu4AZJaS,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN dim or brighten your hue lights to a value between 0-100"
Gu74fxr2,WHEN only on specific days of the week at the time you provide,", THEN set the operating mode of your ge water heater"
GuTBVY26,WHEN every time a FocusTime session is started,", THEN set a nest thermostat to the temperature you specify"
GuXiDAj6,WHEN every time you receive any new SMS on your Android device,", THEN briefly turn your hue lights off THEN back on"
GuaeTmNn,WHEN every time you press the button,", THEN open the garage door you specify"
Gusn256r,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
Guv7qiND,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
GuyZvxwQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
Gv6fxNte,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off"
GvJcTN9r,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GvM6c9a7,WHEN a selected member arrives,", THEN set your aura to guardian scene"
GvVbES5X,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
GvdbUsD8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
GvktUaJe,WHEN every time your Netatmo Presence detects a person outside,", THEN change the color of your hue lights"
GwSRJ8pK,WHEN at the hours where electricity in Norway is cheap,", THEN change the color of your hue lights"
GwzqQLuA,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
GxTz74Sb,WHEN a selected member arrives,", THEN set your aura to guardian scene"
GxuRqky2,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GyAqBzrZ,WHEN a selected member arrives,", THEN set your aura to home scene"
GyW9wZHt,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
GyvuE3tm,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set a scene on your hue lights"
Gyw3eBPi,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
Gz4EpiN2,WHEN every time your alarm goes off,", THEN turn a wemo switch on"
GzBZjrq9,WHEN a selected member arrives,", THEN set your aura to away scene"
GzdKHVCY,WHEN every time your alarm goes off,", THEN dim or brighten your hue lights to a value between 0-100"
GziwUmnv,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
H2AWhbsf,WHEN a selected member arrives,", THEN set your aura to away scene"
H2FqrzfJ,WHEN every time you press the button,", THEN turn off one of your mi|home devices"
H2bUjixy,"WHEN every time your ecobee schedule is overridden with a Hold event (including vacations), a Utility Demand Response event, or a Smart Home/Away event",", THEN removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event"
H2cx3KpA,WHEN every time a previously-connected device connects to your TP-Link router,", THEN set a nest thermostat to the temperature you specify"
H2fbzPrG,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
H3AnumQe,WHEN every time your GE Dishwasher finishes a cycle,", THEN briefly turn your hue lights off THEN back on"
H3D7qvhB,WHEN every time IFTTT receives a specific event from Apilio,", THEN activate standby mode on the selected heatmiser thermostat"
H3HQLd5z,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
H4vGxUmT,WHEN Aura detects motion,", THEN set your aura to guardian scene"
H5ADkUbm,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
H5UwsBP8,WHEN every time your SmartThings device is switched on,", THEN turn on your smartthings devices that support switching on"
H5YNjr2c,WHEN a selected member arrives,", THEN set your aura to guardian scene"
H5g9KvDH,WHEN every time you send an SMS on your Android device that matches a search you specify,", THEN turn on your hue lights"
H5i7JNXP,WHEN once a year on the date and time you specify,", THEN change the color of your lights"
H5tSEwWc,WHEN Aura detects motion,", THEN set your aura to away scene"
H5xSa9jb,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
H6984vCV,WHEN every time you enter or exit an area you specify,", THEN set the heating mode of the thermostat"
H6BDyuX5,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on a slow color loop effect for your hue lights"
H6TdkbcM,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
H6Y89Cis,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
H6aZevN3,WHEN every time your WeMo Motion sensor detects new motion,", THEN change your hue lights to a randomly selected color"
H7HmKVrE,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
H7KSmji6,WHEN a selected member arrives,", THEN set your aura to away scene"
H7d3vrkL,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
H7pbvQuh,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
H89EWdsX,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on the device/group of your choosing"
H8LdE9sq,WHEN a selected member arrives,", THEN set your aura to guardian scene"
H8Pe9SR2,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
H8Syzr27,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
H8nSD6s7,WHEN every time you miss a phone call on your Android device,", THEN make your lights quickly blink the color of your choice"
H94SuJcV,WHEN a selected member leaves,", THEN set your aura to home scene"
H9nDpiGc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
H9v3Cfem,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
HA3zj_Zc,WHEN an abode alarm is active,", THEN briefly turn your hue lights off THEN back on"
HA83wWHJ,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
HAtfiL7E,WHEN within 15 minutes of the sunset in your location,", THEN dim or brighten your hue lights to a value between 0-100"
HBNmxtgG,WHEN tado⁠° switches to Away Mode,", THEN turn a wemo switch off"
HBTr6atg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HBqeZFJz,WHEN every time your ecobee thermostat senses that the outdoor temperature is less than a specific value you supply,", THEN set the thermostat into a hold using the settings from the specified comfort profile"
HBwNMtvY,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
HCkzZgmA,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HCnNZJkS,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HD4RFyLu,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness"
HDauSd6V,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
HDdmciku,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HDp6hagd,WHEN the room temperature falls below a user-defined threshold,", THEN change the color of your hue lights"
HE8cmT9p,WHEN every time you exit an area you specify,", THEN execute the indicated scene"
HE9eatvc,WHEN every time the carbon dioxide rises above a value you specify,", THEN change the color of your hue lights"
HEB5qp8k,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HEHa8TQm,WHEN a selected member arrives,", THEN set your aura to home scene"
HET6iLtf,WHEN tado⁠° switches to Home Mode,", THEN turn a wemo switch on"
HEUnmiP8,WHEN within 15 minutes of the sunset in your location,", THEN turn your lights on"
HEbXAunZ,WHEN a selected member arrives,", THEN set your aura to away scene"
HEykz7pM,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HF3v6MHg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HF82PJWp,WHEN every time the home you specify is set to Home,", THEN turn off your hue lights"
HFTQH96f,WHEN every time the temperature drops below a threshold you specify,", THEN turn a wemo insight switch on"
HG6dfUKL,WHEN a set number of minutes before the starting time of any event on your Google Calendar,", THEN turn on one of your mi|home devices"
HGFAcC3g,WHEN the scene is changed to the selected scene,", THEN set your aura to pet scene"
HGNkBbgS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HGexpRbB,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
HHurA3QU,WHEN every time you miss a phone call on your Android device from a number you specify,", THEN change the color of your hue lights"
HJNUsSeZ,WHEN a selected member arrives,", THEN set your aura to home scene"
HJnGRgrm,WHEN every time you post a new tweet,", THEN turn off your hue lights"
HKTDN8q2,WHEN the air quality measured from your Air Monitor is unhealthy,", THEN briefly turn your hue lights off THEN back on"
HKqfLm9u,WHEN every time you upload a new public video to YouTube,", THEN make the selected light(s) pulse gently once"
HL2YfQxe,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
HLb6Hwhx,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
HLeJxpvc,WHEN every time the Nest Protect you specify detects warning smoke levels,", THEN change the color of your hue lights"
HMJcbZak,WHEN a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase,", THEN turn a wemo light switch on"
HMRerCYK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HMYSg5nv,WHEN an event related to the Eight alarm happens,", THEN turn on your hue lights"
HMdVP2ZJ,WHEN an alert is raised by the selected device,", THEN activate your smartthings alerting device's siren and/or strobe"
HN3Fgrpi,WHEN every time there is a new follower of your channel,", THEN make your lights quickly blink the color of your choice"
HN9Z2nyY,WHEN every time you press the button,", THEN set the temperature on the thermostat"
HNHx62dL,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN turn on a slow color loop effect for your hue lights"
HNQtKbc7,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HNg9Yyfm,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn a wemo light switch off"
HNjJ24FS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HNkbg5vc,"WHEN the air purifier detects a certain air quality (Very Good, Good, Moderate, or Bad)",", THEN turns the fan to a designated speed (low, medium, high)"
HNtYRmHD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HP6JdKU2,WHEN whenever the Blue By ADT system arm state changes,", THEN set the thermostat into a hold using the settings from the specified comfort profile"
HPDpCUd6,WHEN every single day at a specific time set by you,", THEN turn a wemo switch on THEN immediately back off"
HPJnAGZ8,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN set your lights to a pre-defined scene"
HPTuSXne,WHEN every single day at a specific time set by you,", THEN switch on your light"
HPU5ukR3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HPZVUdCF,WHEN every time your Android device is unplugged,", THEN set a scene on your hue lights"
HPh9mxnr,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn the thermostat back on to the mode that was last set"
HQ6KJbrT,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HQMf6gvD,WHEN Aura detects motion,", THEN set your aura to guardian scene"
HQXD6qWM,WHEN every time you exit an area you specify,", THEN turn off your daikin ac unit"
HQwyAjFS,WHEN every time somebody rings your Ring Doorbell,", THEN briefly turn your hue lights off THEN back on"
HQyiKVkc,WHEN Aura detects motion,", THEN set your aura to away scene"
HQynbuTc,WHEN every time you add an item to your To Do List,", THEN turn on your smartthings devices that support switching on"
HRdQEKDV,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
HSCdJRQk,WHEN every time you enter an area you specify,", THEN turns on your air purifier"
HSD42jfy,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your hvac system fan for the amount of time you specify in your nest fan timer setting (default is 15 minutes)"
HSMC45Ae,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
HSTbEf7u,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HSTwFuYX,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN set your lights to a specified brightness"
HSYhpTQ3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HScCZYUw,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
HSiQNzCW,WHEN every time your Netatmo Rain Gauge detects that it is raining,", THEN briefly turn your hue lights off THEN back on"
HSp6sM5N,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN lock a specific device"
HSsdZaHj,WHEN only on specific days of the week at the time you provide,", THEN turn off your hue lights"
HT9iS2t5,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
HTMKZg4u,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
HTak4X5f,WHEN every time you enter an area you specify,", THEN turn on your hue lights"
HTb8D2sm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HTcnRHWp,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HU7n3TtN,WHEN every time you receive an incoming call,", THEN turn a wemo light switch on THEN immediately back off"
HUQZDWfR,WHEN a selected member arrives,", THEN set your aura to away scene"
HUb5ATM9,WHEN only on specific days of the week at the time you provide,", THEN turn off your hue lights"
HUdpPkbj,WHEN every time you enter an area you specify,", THEN set your lights to a pre-defined scene"
HUkPZJaL,WHEN Aura detects motion,", THEN set your aura to away scene"
HUq6yvVM,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
HVBrF8XG,WHEN the device connected to FIBARO Home Center  is opened,", THEN activate a selected scene from your account"
HVKkNcQA,WHEN every time a specified camera detects motion,", THEN turn on a slow color loop effect for your hue lights"
HVSK4Pjx,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HVWfXc5q,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HVmZ9NTX,WHEN every time you press the button,", THEN change your hue lights to a randomly selected color"
HVxR5Afk,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HWEKzRSP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HWK3rVUx,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
HWKpYSHV,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HWL4iNCd,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HWdxGVsK,WHEN a selected member arrives,", THEN set your aura to home scene"
HWvZa85J,WHEN every time you add an item to your To Do List,", THEN set a nest thermostat to the temperature you specify"
HX9ZvUnT,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
HXbjFA3B,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN briefly turn your hue lights off THEN back on"
HYCicfTz,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on"
HYHpxJkA,WHEN every time you publish a new post on your public WordPress blog,", THEN turn on your hue lights"
HYRtDhpM,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
HYeJb4Xh,WHEN every time a new reminder is added to the list you specify,", THEN set the thermostat into an indefinite hold with the specified temperature"
HYp8HqZT,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN set the heating mode of the thermostat"
HZJT4jfP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HZK2sYth,WHEN a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase,", THEN set the thermostat into a hold with the specified temperature for the specified number of hours"
HZe8x9ck,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HZfYN2Ai,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN dim or brighten your hue lights to a value between 0-100"
Ha7eZTMg,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to night scene"
HaAdrsep,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HaDZSMXu,WHEN within 15 minutes of the sunset in your location,", THEN turn on your smartthings devices that support switching on"
HaLNeP7k,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off"
HaVMuQUm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HaZSGD4z,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HafuYjzs,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
Hasi4UXr,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN toggle your hue lights on or off"
Hb4rzL8a,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HbEwCNu7,WHEN every time the Nest Protect you specify detects dangerous smoke levels,", THEN briefly turn your hue lights off THEN back on"
HbRDhgJA,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
HcFZzVgb,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
HcLfyVhH,WHEN the home security device enters Home mode,", THEN dock your robot"
HcT7Lx5R,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HcU6MrJH,WHEN only on specific days of the week at the time you provide,", THEN turn your lights on"
HcXMpTxf,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
HcbwVQ2W,WHEN it's time for prayer,", THEN turn a wemo switch on"
Hctd9v3F,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HcyvXCPK,WHEN a scheduled meeting starts,", THEN pause your robot"
Hd6AsfE2,WHEN every single day at a specific time set by you,", THEN turn a wemo switch on"
HdSELnmV,WHEN a selected member arrives,", THEN set your aura to away scene"
HdUzQ8hf,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights"
HdXZcbFv,WHEN every single day at a specific time set by you,", THEN dim or brighten your hue lights to a value between 0-100"
Hdc5gqzP,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
HdxaSFLC,WHEN every time you exit an area you specify,", THEN set thermostat to manual at a specific temperature indefinitely"
HeEKTpX8,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
HeK3pHzf,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
HeQSUJTN,WHEN Aura detects motion,", THEN set your aura to guardian scene"
Het4CUbu,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
HetFAqjm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HfCRFLNH,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
HfM8eg6Q,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
HfPXtACu,WHEN a selected member arrives,", THEN set your aura to away scene"
HfRZQr67,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HfZSM4we,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HgSt2caZ,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights"
HgunQTXw,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN trigger the specified bot to press the switch"
HhDwfcu7,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
HhdQ6Nfy,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HhyRTB69,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN make your lights slowly breathe the color of your choice"
HiVmadwT,WHEN every time you post a new tweet,", THEN turn on your hue lights"
HizrF7T9,WHEN a selected member arrives,", THEN set your aura to away scene"
Hj43ABqT,WHEN every time you enter an area you specify,", THEN set your honeywell thermostat to resume the currently defined thermostat programmed schedule"
HjB6mUyf,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN dim or brighten your hue lights to a value between 0-100"
HjcpUivT,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HjniBmGT,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
HjqcSrLN,WHEN Aura detects motion,", THEN set your aura to guardian scene"
HkDFiCqX,WHEN every time your WeMo Switch is turned on,", THEN toggle a wemo switch on or off"
HkKh8Srp,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HkfyFD5v,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
HkmUYRgV,WHEN within 15 minutes of the sunset in your location,", THEN turn on, turn off or toggle your lights"
HmFUtHMb,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HmYNhnMK,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HmyJG7ER,WHEN every single day at a specific time set by you,", THEN turn off the device/group of your choosing"
Hn4JtFYM,WHEN every time you press the button,", THEN set your lights to a specified brightness"
HnB2kXbH,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HnZMuAet,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
HnbKkRhT,WHEN the level of dust concentration measured from your Awair device rises above the threshold you specified for more than 30 seconds,", THEN set the thermostat into an indefinite hold with the specified temperature"
HnuyQf6B,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HpqHjKeC,WHEN every time you enter an area you specify,", THEN turn on, turn off or toggle your lights"
HpxLtiNA,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
HpyUcwtL,WHEN a selected member arrives,", THEN set your aura to home scene"
Hq9LRN4H,WHEN every time your ecobee thermostat senses that the outdoor temperature is greater than a specific value you supply,", THEN removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event"
HqSPyXbC,WHEN every time an audio event is detected,", THEN turn a wemo switch off"
HqwEXMb5,WHEN a selected member arrives,", THEN set your aura to guardian scene"
HrRGZKqU,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
Hs7PqKZ6,WHEN a Motion Sensor becomes clear,", THEN close a hubitat device"
HsrMa9eX,WHEN every time a motion event is detected,", THEN briefly turn your hue lights off THEN back on"
HtYMD9ek,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene"
