triggerDesc,actionDesc,freeOrLocked,isTriggerEco,isActionEco,isRuleEco
IF ifttt receives a chosen event from an external service,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF ifttt receives a chosen event from an external service,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF your Android device connects to a specified wifi network,", THEN turn off the air conditioner in a specified room.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable eco mode on the AC unit.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF shortly before a calendar event with a specific keyword,", THEN disable the indicated timer.",LOCKED,NEUTRAL,ECO,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner in a specified room.",LOCKED,ECO,ECO,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turn off the air conditioner.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user exits a specified area,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the air quality is below a specified value,", THEN turns off the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF an air purifier detects a specific air quality level,", THEN sets the fan to low speed.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turns on the air purifier.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,ECO,ECO,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF the user enters a specified area,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF an AC unit detects temperature above a specified value,", THEN turn on the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is above a specified value,", THEN turn on the air conditioner in a specified room in comfort mode.",LOCKED,NEUTRAL,ECO,ECO
IF local temperature is below a specified value,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF local temperature is below a specified value,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF local temperature is below a specified value,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF local temperature is below a specified value,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF local temperature is below a specified value,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF local temperature is below a specified value,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
IF local temperature is below a specified value,", THEN turn off the AC unit.",LOCKED,ECO,NEUTRAL,ECO
