triggerDesc,isTriggerEco,actionDesc,freeOrLocked,isActionEco,isRuleEco
IF a to-do list item is edited,NEUTRAL,", THEN turn on the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN turn on the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN turn on the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN turn on the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN turn on the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN deactivate then oven.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN enable the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a to-do list item is edited,NEUTRAL,", THEN activate the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then microwave.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN destart fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the dryer using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the oven using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deenable vacation mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deturn on fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN deactivate fresh mode on the appliance.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN stop the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN disable the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the dishwasher.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN activate the hood with the default program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the selected dishwasher program.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN start the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN preheat the microwave using the hot air program with fast preheat.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off then oven.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn on the coffee machine.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL
IF a calendar event with a specific keyword occurs,NEUTRAL,", THEN turn off the hood.",FREE,NEUTRAL,NEUTRAL
