id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
MDEvRKCz,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,Energenie Mi|Home,Power off device,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will turn off one of your Mi|Home devices.
MG6EWqYV,Ring,New Motion Detected,IF motion is detected,Wemo Dimmer,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time a motion is detected at the given doorbell.,"This action will turn a WeMo Dimmer on. If the WeMo Dimmer is already on, it will remain on."
MHN7CBSW,Logitech POP,Double Press,IF a button is pressed,Sensibo,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This Trigger fires every time you do a double press on the configured Logi Button.,Turn your A/C off
MHvJ9D8g,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
MNZEQ6va,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
MPULavsb,Button widget,Button press,IF a button is pressed,WeMo Insight Switch,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires every time you press the button.,This Action will toggle a WeMo Insight Switch on or off.
MPdcv3YA,EZVIZ,An alarm event occurred,IF a security alarm changes state,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when an alarm event occurs.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
MWhRutgs,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
MYQqh5Tj,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
MdgCzJnt,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
MgDEZiRF,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
MhsTLxQU,HAVEN IAQ,Relative Humidity threshold is crossed,IF air pollution exceeds a threshold,TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires whenever the measured Relative Humidity (RH) is above or below the threshold.,This action will turn off a selected device.
MiDbqmjw,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
Mt9Gfqc5,SmartThings,Unlocked,IF a lock is locked or unlocked,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fire every time your SmartThings device is unlocked.,This action will turn on a device.
Mwe3bi8u,Homey,A Flow has been started,IF an automation flow is started,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger is run every time a specific Flow has been started on Homey. In order to use this Applet you need to be an owner on your Homey and have the IFTTT Homey App installed.,This action will turn off the device/group of your choosing.
MxFmLfMg,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",iDevices,Turn off,", THEN turn off a smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This action will turn the specified product off.
MzXFWc2R,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
N296S3Rn,WeMo Smart Plug,Switched on,IF a smart device is turned on [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time your WeMo Switch is turned on.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
N2rcdKsW,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
N3vL6Dk9,Button widget,Button press,IF a button is pressed,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires every time you press the button.,This action will activate a selected Scene from your account.
N49iJ3Bd,Location,You enter an area,IF the user enters a specified area,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter an area you specify.,This action will turn on the device/group of your choosing.
N4TinAfH,Date & Time,Every day at,IF a specified time occurs [FREE],TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will activate a selected Scene from your account.
N6RKePsM,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will activate the specified scene.
NAGNaUXi,SpotCam,Motion event detected,IF motion is detected,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time a motion event is detected.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
NEwqPD4r,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn on the device/group of your choosing.
NKtkwZsr,Button widget,Button press,IF a button is pressed,Heatzy,Set auto mode,", THEN change the device operating mode to auto.",Generic/Other,This trigger fires every time you press the button.,This action will set a specific device on auto mode
NSHF8TVK,Wireless Tag,Humidity or moisture is too low,IF humidity crosses a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This Trigger fires when a specified tag with humidity or moisture monitoring enabled, detects 'too dry' state. Adjust the threshold from the humidity/moisture options screen inside the WirelessTag app.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
NU5pQC8M,MyQ,Door opened,IF a door or contact sensor opens,WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This trigger fires when a door is opened.,This Action will turn a WeMo Switch on then immediately back off.
NUAzeZGD,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will activate the specified scene.
NUb5JwvY,Smart Life,Device or group is turned off,IF a device is turned off,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires when the specified device/group is turned off.,This action will turn off the device/group of your choosing.
NXkzaH2C,Location,You enter an area,IF the user enters a specified area,Optoma,Turn on/off my projector,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you enter an area you specify.,This action will turn on/off my projector.
Nd8PsgTW,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",VeSync Dimmer,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This action will turn off a device.
NfneQrJ3,WeMo Light Switch,Switched on,IF a device is turned on,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Light Switch is turned on.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
NhbAnLmV,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
NiwTBn4K,EZVIZ,An alarm event occurred,IF a security alarm changes state,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires when an alarm event occurs.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
NmBwLeqk,Button widget,Button press,IF a button is pressed,Wink: Pivot Power Genius,Turn outlet off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires every time you press the button.,"This Action will turn off the Pivot Power Genius outlet you specify. If the outlet is already off, it will remain off."
NmwpD6Zs,Button widget,Button press,IF a button is pressed,iRobot,Start robot,", THEN start the robot.",Generic/Other,This trigger fires every time you press the button.,This action will start your robot.
NnheVs5c,Kronaby,Pusher pressed,IF a smartwatch button is pressed [FREE],WeMo Insight Switch,Turn off,", THEN turn off a specified device.",Generic/Other,This trigger is fired from the assigned pusher on your Kronaby watch.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
NptcVD9y,Google Calendar,New event from search ends,IF shortly after a calendar event,Heatzy,Set auto mode,", THEN change the device operating mode to auto.",Generic/Other,"This Trigger fires within 15 minutes of the ending time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location. Ingredient will be based on the zone set in Google.",This action will set a specific device on auto mode
NrqsCJE6,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
NutywzJa,Nest Thermostat,Temperature rises above,IF temperature rises above a specified threshold,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time the temperature rises above a threshold you specify.,This action will turn on a device.
Nv5LThbU,SmartThings,Any new motion,IF motion is detected,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your SmartThings device senses motion.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
NvNm6pxB,Button widget,Button press,IF a button is pressed,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires every time you press the button.,This action will turn on a device.
NxPEi67R,Location,You exit an area,IF the user exits a specified area,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every time you exit an area you specify.,This action will turn off the device/group of your choosing.
Ny8Mswn6,Ring,New Motion Detected,IF motion is detected,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time a motion is detected at the given doorbell.,This action will turn on the device/group of your choosing.
Nz732P4Y,ThermoSmart,Temperature rises above,IF temperature rises above a specified threshold,ThermoSmart,Pause,", THEN pause the thermostat.",Generic/Other,This Trigger fires every time the temperature rises above a threshold you specify.,This Action will pause your ThermoSmart.
P2Xcy345,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword [FREE],Heatzy,Set auto mode,", THEN change the device operating mode to auto.",Generic/Other,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",This action will set a specific device on auto mode
P3QCcaYz,Telldus Live!,Temperature rises above,IF temperature rises above a threshold,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires every time the temperature rises above the chosen value.,This action will turn off the device/group of your choosing.
P8RXa53d,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
P8xt3kaf,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
PAkYH6VL,Weather Underground,Sunset,"IF it is sunset, within a specified time",Energenie Mi|Home,Power on device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on one of your Mi|Home devices.
PErfZBh7,Android Battery,Device is plugged in,IF device is plugged in or unplugged,Lutron Caséta and RA2 Select,Set light level,", THEN set brightness to a specified level.",Generic/Other,This Trigger fires every time your Android device is plugged in.,This Action will set a Lutron dimmer or switch to the level you specify.
PHgjuSDT,Weather Underground,Sunset,"IF it is sunset, within a specified time",iDevices,Turn off,", THEN turn off a smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,This action will turn the specified product off.
PJ3Q9nmz,Email,Send IFTTT any email,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,This Action will turn a WeMo Switch on then immediately back off.
PMahi6uX,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
PWEhHz4y,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,This Action will toggle a WeMo Switch on or off.
PXkhnaYx,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Energenie Mi|Home,Power off device,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn off one of your Mi|Home devices.
PZJMrmAe,Wemo Dimmer,Long press,IF a smart switch is long-pressed,Wemo Dimmer,Turn off,", THEN turn off a specified device.",Generic/Other,This trigger fires every time your WeMo Dimmer is turned on or off with a long press over two seconds.,"This action will turn a WeMo Dimmer off. If the WeMo Dimmer is already off, it will remain off."
Pcpt29YC,Android Device,Disconnects from a specific WiFi network,IF a device connects to a WiFi network,ThermoSmart,Pause,", THEN pause the thermostat.",Generic/Other,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,This Action will pause your ThermoSmart.
PdycPBGr,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will activate the specified scene.
PfHW5PNA,Button widget,Button press,IF a button is pressed,Heatzy,Deactivate the child lock,", THEN unlock a device.",Generic/Other,This trigger fires every time you press the button.,This action will unlock a specific device
PftaSrk3,Weather Underground,Current condition changes to,IF the weather conditions change,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ","This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
PmCPDYSM,Android Phone Call,Any incoming phone call ends,IF a phone call event occurs,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time you answer a phone call on your Android device.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
PrL3RCAY,Wyze,Contact Sensor opens,IF a door or contact sensor opens,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when a Contact Sensor opens.,This action will turn on the device/group of your choosing.
PuNA2gmF,Telegram,New message with key phrase to @IFTTT,IF a keyword is sent via messaging bot [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when you send a text message with a key phrase to the @IFTTT bot on Telegram.,This Action will toggle a WeMo Switch on or off.
Pv3NzM4t,WeMo Motion,New motion after quiet period,IF motion is detected or stops,WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time your WeMo Motion sensor detects new motion after a specific period of inactivity.,This Action will turn a WeMo Switch on then immediately back off.
PwqXfSEr,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Py9CmwdR,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment (up to 30MB) and IFTTT will create a public URL to the file as an Ingredient.,This Action will toggle a WeMo Switch on or off.
Pz6pirtw,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Q4dNeGfF,Facebook,You are tagged in a photo,IF a Facebook post or tag occurs,WeMo Smart Plug,Toggle on/off,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time you are tagged you in a new photo. NOTE: Facebook privacy settings may block IFTTT’s access to some photos you are tagged in.,This Action will toggle a WeMo Switch on or off.
Q5Ca3kye,Ooma,Incoming call from known number,IF a phone call event occurs,WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time you receive an incoming call from a phone number in your contact list.,This Action will turn a WeMo Switch on then immediately back off.
Q5frUMcu,Wyze,Motion Sensor becomes clear,IF the weather conditions change,Lutron Caséta and RA2 Select,Set light level,", THEN set brightness to a specified level.",Generic/Other,This trigger fires when a Motion Sensor becomes clear.,This Action will set a Lutron dimmer or switch to the level you specify.
QD9wvRpi,VeSync Dimmer,Turned off,IF a device is turned off,VeSync Dimmer,Change brightness,", THEN set brightness to a specified level.",Generic/Other,This trigger fires when the device turns off.,This action will change the brightness of a Dimmer to a specified level/percentage.
QDbHe7AF,Weather Underground,Current condition changes to,IF the weather conditions change,Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This action will activate the specified scene.
QFWXUVxc,HAVEN IAQ,VOC threshold is crossed,IF air pollution exceeds a threshold,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires whenever the measured Volatile Organic Compounds (VOCs) is above or below the threshold.,This action will turn on a device.
QLXyJYme,Date & Time,Every day at,IF a specified time occurs [FREE],TP-Link Kasa,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will turn off a selected device.
QLrGgyNJ,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword [FREE],iRobot,Start robot,", THEN start the robot.",Generic/Other,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This action will start your robot.
QMencxLr,Date & Time,Every year on,IF a scheduled periodic event occurs,Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires once a year on the date and time you specify.,This action will activate the specified scene.
QNYZ8sdr,Date & Time,Every day at,IF a specified time occurs [FREE],SwitchBot,Bot turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will trigger the specified Bot to turn off the switch.
QTUFc4yz,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
QWHNKavB,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,This action will turn on the device/group of your choosing.
QWhsT74U,Date & Time,Every day at,IF a specified time occurs [FREE],Heatzy,Deactivate the child lock,", THEN unlock a device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This action will unlock a specific device
QXKL4D5b,Nest Cam,New sound or motion event,IF motion is detected,Hubitat,Turn on a device,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time the camera detects a sound or motion event.,This Action will turn on a device attached to your Hubitat Elevation system.
QYkJqdgh,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
QZG5Scdy,Location,You exit an area,IF the user exits a specified area,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This Trigger fires every time you exit an area you specify.,This action will activate a selected Scene from your account.
Qc3mqvRf,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn off the device/group of your choosing.
QdqDsBC3,Zoom,Any scheduled meeting starts,IF a calendar event starts,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when a scheduled meeting starts.,This action will turn on the device/group of your choosing.
QeD9wjJz,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
QfzNXMPg,Nest Protect,Smoke alarm warning,IF a smart air monitor detects poor air quality,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time the Nest Protect you specify detects warning smoke levels.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
QgQdXueB,Google Calendar,Any event starts,IF shortly before a calendar event,iRobot,Pause robot,", THEN pause the robot.",Generic/Other,This Trigger fires a set number of minutes before the starting time of any event on your Google Calendar.,This action will pause your robot.
QmBtAS7f,Gira Smart Home,Switched off,IF a device is turned off,iRobot,Start robot,", THEN start the robot.",Generic/Other,This trigger fires when a KNX device or binary switch is turned off.,This action will start your robot.
QuZepxXV,Sense Energy Monitor,Device turned On/Off,IF a device is turned on,WeMo Smart Plug,Turn on then off,", THEN turn on a specific smart device.",Generic/Other,This trigger fires every time a device in your house turns on or off.,This Action will turn a WeMo Switch on then immediately back off.
QuvEcCgA,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
QvQ7LpiJ,Weather Underground,Current temperature rises above,IF temperature rises above a threshold,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Qw9fZYPs,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Activate Scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This action will activate the specified scene.
QwfZaRnF,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
QxH9JchW,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
QyVWpvuj,iOS Calendar,New event added to specific calendar,IF a new calendar event is added,TP-Link Kasa,Activate scene,", THEN activate to a specified scene.",Generic/Other,This trigger fires every time a new event is added to the calendar that you specify.,This action will activate a selected Scene from your account.
QyuRb6ND,Email,Send IFTTT an email tagged,IF an email is received with a specified hashtag [FREE],Heatmiser,Boost Timer,", THEN temporarily boost heating.",Generic/Other,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,This Action will activate a Timer Boost on the selected Heatmiser Timer.
R3sj6Rze,Weather Underground,Current temperature drops below,IF temperature drops below a specified threshold,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This action will turn on the device/group of your choosing.
R6NXxtBG,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
R6cadfj3,Weather Underground,Sunrise,"IF it is sunrise, within a specified time",Wink: Pivot Power Genius,Turn outlet on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires within 15 minutes of the sunrise in your location.,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on."
