id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
MMwpLCBq,Telegram,New message with key phrase to @IFTTT,IF a message containing a key phrase is sent,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you send a text message with a key phrase to the @IFTTT bot on Telegram.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
MNn6SsQg,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
MPM4K3wz,Date & Time,Every day at,IF every day at a specified time,tadoº Heating,Return to tado⁠° automatic control,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature."
MPSyvK7G,Location,You enter an area,IF the user enters a specified area,Netatmo Thermostat,Go back to schedule,", THEN restores default heating schedule [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will order your home to go back to default schedule.
MRBY5DWu,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
MRNZ84EG,Netatmo Weather Station,Temperature rises above,IF temperature rises above a threshold,Nest Thermostat,Set temperature range,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time the temperature rises above a value you specify.,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.
MS5sbKdB,SmartHours,OGE SmartHours price changes,IF electricity prices change,Warmup Smart Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when there is a price change.,This action will set your thermostat to a specified temperature.
MVTjd7Xs,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,BDR Thermea Group,Set temperature,", THEN the thermostat to the temperature you specify [ACTION_W].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This action will set the temperature on the thermostat.
MWmxThPH,Netatmo Thermostat,Entering manual mode,IF every time a room enters manual mode,Netatmo Thermostat,Go back to schedule,", THEN restores default heating schedule [ACTION_Z].",Thermostat/Heating,This Triggers fire every time your room enters manual mode.,This Action will order your home to go back to default schedule.
MnmCMZtg,Location,You exit an area,IF the user exits a specified area,BDR Thermea Group,Set mode,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This action will set the heating mode of the thermostat.
MtWfarmw,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Home Connect Fridge Freezer,Activate freezer Super Freezing mode,", THEN temporarily boosts freezer cooling [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will temporarily cool the freezer at maximum power.
MuEWgZVw,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
Mwm59Q3q,Weather Underground,Sunrise,IF it is sunrise,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn your Aros A/C on and set to a temperature you specify.
N7kpi2yv,Button widget,Button press,IF a button is pressed,ThermoSmart,Set temperature,", THEN the thermostat to the temperature you specify [ACTION_W].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will set your ThermoSmart to the temperature you specify.
NGemQvrD,Nest Thermostat,Temperature drops below,IF temperature drops below a threshold,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time the temperature drops below a threshold you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
NH3wWkRp,Location,You exit an area,IF the user exits a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
NJcHhYwN,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
NKCic3kx,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
NKd2nUZE,Tempest Weather System ,Temperature rises above,IF temperature rises above a threshold,Nest Thermostat,Set temperature range,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time the temperature at your WeatherFlow Tempest Station rises above a value that you select.,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.
NLAatQWq,Google Calendar,Event from search starts,IF a calendar event with a specific keyword occurs,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
NN2Qke5d,HAVEN IAQ,PM2.5 threshold is crossed ,IF the air quality is below a specified value,Honeywell Total Connect Comfort,Set fan to on or auto,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires whenever the measured Particulate Matter of 2.5 microns in size (PM2.5) is above or below the threshold.,This Action will set the Honeywell thermostat fan to On where the fan is always on or Auto where the fan runs only when the heating or cooling system is on.
NNcVi4uB,Apilio,Receive an event from Apilio,IF a message containing a key phrase is sent,Nature Remo,Turn on air conditioner,", THEN turns on the air conditioner and configures settings to [ACTION_X].",Thermostat/Heating,This trigger fires every time IFTTT receives a specific event from Apilio.,"This action will turn on your air conditioner and set target temperature, AC operation mode and air volume settings.

Note: Please use the Control Home Appliances actions for the button registered by learning mode."
NVwY3DyW,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
NYAQcUpN,Nest Thermostat,Temperature rises above,IF temperature rises above a threshold,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the temperature rises above a threshold you specify.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
NchAUrtx,EDF : vos plages tarifaires,Début de plage tarifaire,IF an energy tariff period starts,Netatmo Thermostat,Switch schedule,", THEN updates the thermostat schedule [ACTION_W].",Thermostat/Heating,Ce trigger se déclenche lorsque la plage tarifaire choisie commence dans votre logement.,This Action will change the schedule for the corresponding home.
P54er6iE,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,IF peak energy rates start or end,GE Appliances Window AC,Set target temperature,", THEN sets the target temperature [ACTION_Z] on the window air conditioner.",Thermostat/Heating,This trigger fires when time-of-day peak rates start or end.,This Action will set a target temperature on your window ac unit.
P59EtSwP,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Nefit Easy,Decrease room temperature,", THEN decreases room temperature [ACTION_W].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will decrease the room temperature by a configurable amount.
P9yFuLQU,Date & Time,Every day at,IF every day at a specified time,GE Appliances GeoSpring™,Set temperature,", THEN sets the water heater temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will set the temperature of your GE water heater.
PMcLkRNK,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
PVits2EP,Weather Underground,Sunrise,IF it is sunrise,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
PdDKUuZJ,EZVIZ,An alarm event occurred,IF an alarm triggers,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires when an alarm event occurs.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
PdnM5pbq,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
Pesr63pU,Location,You enter an area,IF the user enters a specified area,Netatmo Thermostat,Go back to schedule,", THEN restores default heating schedule [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will order your home to go back to default schedule.
Phtez5GD,uHoo,uHoo air quality alert,IF air quality crosses a threshold,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when your air quality goes above or below the target level.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
PiLUrcwQ,Date & Time,Every day of the week at,IF is one of the specific days of the week at a specified time,GE Appliances GeoSpring™,Set temperature,", THEN sets the water heater temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires only on specific days of the week at the time you provide.,This Action will set the temperature of your GE water heater.
PkmAWbtv,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,tadoº Heating,Turn heating on,", THEN starts heating [ACTION_Z].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will start your heating.
Pn8fxFQY,Button widget,Button press,IF a button is pressed,AQUAREA Smart Cloud,Change Heat Mode settings,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This trigger fires every time you press the button.,This action will change operation settings for Heat Mode in your device. 
PwHrgvJU,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,tadoº Heating,Turn heating off,", THEN turns off heating [ACTION_W].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn your heating off.
PxAFim6c,Nest Protect,Carbon monoxide warning,IF Nest Protect detects carbon monoxide,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time the Nest Protect you specify detects warning carbon monoxide levels.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
PzwQuNDm,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
Q93Kkf2p,Location,You enter an area,IF the user enters a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
Q965u32g,Location,You enter an area,IF the user enters a specified area,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
QEgMJKLv,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,This Action will turn your Aros A/C on and set to a temperature you specify.
QMT9qHks,Weather Underground,Sunrise,IF it is sunrise,ThermoSmart,Set temperature,", THEN the thermostat to the temperature you specify [ACTION_W].",Thermostat/Heating,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will set your ThermoSmart to the temperature you specify.
QRCufVGW,Location,You enter an area,IF the user enters a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
QSjUsXnb,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,tadoº Heating,Return to tado⁠° automatic control,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature."
QheKFfRx,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
QieWrYNS,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
QnJ5mr7b,domovea,Scene is launched,IF an automation routine is activated,tadoº Heating,Turn heating off,", THEN turns off heating [ACTION_W].",Thermostat/Heating,This Trigger fires every time a scene is launched.,This Action will turn your heating off.
Qy6WVLFP,Location,You enter an area,IF the user enters a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
QyvHk3ds,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nature Remo,Turn on air conditioner,", THEN turns on the air conditioner and configures settings to [ACTION_X].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This action will turn on your air conditioner and set target temperature, AC operation mode and air volume settings.

Note: Please use the Control Home Appliances actions for the button registered by learning mode."
R3MDLhy7,Location,You enter an area,IF the user enters a specified area,Hive Active Heating™ - UK and Europe,Boost heating ,", THEN boosts heating [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will boost heating to the temperature and duration you specify.
RBup5FKQ,Location,You enter an area,IF the user enters a specified area,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
RE2nWeZm,Button widget,Button press,IF a button is pressed,Netatmo Thermostat,Set to away mode,", THEN sets home to [ACTION_X].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will set your home to away mode.
REeGQi5F,Nuki Smart Lock,Leave home,IF a button is pressed,Heatzy,Set heat mode,", THEN sets heating mode [ACTION_Z].",Thermostat/Heating,This trigger fires every time someone locks the door with Lock 'n' Go by pressing the button on the Smart Lock twice.,This action will set a specific device on heat mode
RRdCij9N,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
RVyfT42s,Google Calendar,Event from search starts,IF a calendar event with a specific keyword occurs,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
RWziRnP8,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
RZyqXGLP,SmartThings,Switched on,IF a smart device is switched on,Nest Thermostat,Set temperature range,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time your SmartThings device is switched on.,This Action will set a Nest Thermostat in Heat-Cool mode to the temperature range you specify. NOTE: works only when Nest is set to Home.
RaxWwUnX,Button widget,Button press,IF a button is pressed,nVent Nuheat Signature Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time you press the button.,This action will set the thermostat temperature
Rc2JFhwt,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Wink: Aros,Turn A/C on,", THEN turns on the air conditioner in [ACTION_X].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will turn your Aros A/C on and set to a temperature you specify.
RnsKdRFm,Nest Thermostat,Temperature rises above,IF temperature rises above a threshold,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time the temperature rises above a threshold you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
RuXpvhsA,Date & Time,Every day of the week at,IF is one of the specific days of the week at a specified time,GE Appliances GeoSpring™,Set temperature,", THEN sets the water heater temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires only on specific days of the week at the time you provide.,This Action will set the temperature of your GE water heater.
SE4qQNmu,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
SMgp537w,Location,You exit an area,IF the user exits a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
SPMG7t5z,Location,You exit an area,IF the user exits a specified area,iDevices,Set thermostat target temperature,", THEN sets the thermostat target temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This action will set the target temperature of your thermostat.
SQGPHBMh,Date & Time,Every day at,IF every day at a specified time,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
SQsh5zqM,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,GE Appliances Window AC,Set target temperature,", THEN sets the target temperature [ACTION_Z] on the window air conditioner.",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a target temperature on your window ac unit.
ST3XxyqU,Location,You exit an area,IF the user exits a specified area,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
Sju74KPH,Netatmo Weather Station,Temperature drops below,IF temperature drops below a threshold,Netatmo Thermostat,Set to manual mode,", THEN sets the thermostat to [ACTION_X].",Thermostat/Heating,This Trigger fires every time the temperature drops below a value you specify.,This Action will set your thermostat to manual mode.
SqGRMgwu,Location,You enter an area,IF the user enters a specified area,nVent Nuheat Signature Thermostat,Set thermostat mode,", THEN sets the thermostat mode to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This action will set the thermostat mode.
SrAETHpg,Android SMS,New SMS received matches search,IF an SMS is received on Android,ecobee,Resume thermostat program,", THEN cancels the current thermostat event [ACTION_W].",Thermostat/Heating,This Trigger fires every time you receive an SMS on your Android device that matches a search you specify.,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.
SxasFQ43,Netatmo Weather Station,Temperature drops below,IF temperature drops below a threshold,Netatmo Thermostat,Turn thermostat off (Hidden),", THEN turn off the thermostat [ACTION_W].",Thermostat/Heating,This Trigger fires every time the temperature drops below a value you specify.,This Action will turn your thermostat off.
T9QkFh8f,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
TJNQmHfe,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
TRqa8myv,Location,You enter an area,IF the user enters a specified area,Nature Remo,Turn on air conditioner,", THEN turns on the air conditioner and configures settings to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,"This action will turn on your air conditioner and set target temperature, AC operation mode and air volume settings.

Note: Please use the Control Home Appliances actions for the button registered by learning mode."
TTGd6KUJ,Location,You exit an area,IF the user exits a specified area,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
TWeB67jq,August,Lock unlocked,IF a door is unlocked,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time the specified lock is unlocked.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
TWeRHbLY,WeMo Motion,New motion after quiet period,IF motion is detected,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every time your WeMo Motion sensor detects new motion after a specific period of inactivity.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
TbMRjtqa,Aura Air ,Sensor Measurement,IF Aura Air sensor reaches a specific value,Sensibo,Turn A/C on,", THEN turns on the air conditioner [ACTION_Z].",Thermostat/Heating,This trigger will only start when a specific value of a specific sensor of your Aura Air device is reached,"Turn your A/C on with a set temperature, mode and fan level."
TjALhBKn,Android Device,Notification received from a specific app,IF a message containing a key phrase is sent,tadoº Heating,Turn heating off,", THEN turns off heating [ACTION_W].",Thermostat/Heating,This trigger fires every time a new notification is received on your Android device from an app that you specify. NOTE: will not fire for IFTTT app notifications.,This Action will turn your heating off.
TvcSHGU8,OhmConnect,An #OhmHour ends,IF a demand response event starts or ends,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires when an OhmHour ends.,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
Tw8ynkTM,SwitchBot,Motion detected or no motion detected,IF motion is detected,Heatzy,Set cool mode,", THEN sets cooling mode [ACTION_Z].",Thermostat/Heating,"When Motion Sensor detected motion or no motion, the SwitchBot motion sensor will try to trigger the service.",This action will set a specific device on cool mode
Txwyn5iN,Google Calendar,Event from search starts,IF shortly before a calendar event with a specific keyword occurs,ecobee,Create vacation on thermostat,", THEN creates an [ACTION_X] temperature schedule.",Thermostat/Heating,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",This Action will create a vacation event on the selected thermostat with the specified setpoint. The vacation event will begin immediately and last the number of specified days.
U2w4DFEW,Location,You exit an area,IF the user exits a specified area,Netatmo Thermostat,Set to away mode,", THEN sets home to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set your home to away mode.
UC3UxFpe,Date & Time,Every day at,IF every day at a specified time,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
UEheLuKP,Button widget,Button press,IF a button is pressed,Hive Active Heating™ - UK and Europe,Boost hot water,", THEN boosts hot water [ACTION_Y].",Thermostat/Heating,This trigger fires every time you press the button.,This Action will boost your hot water for 1 hour.
UNwhHYaA,Android Device,Disconnects from a specific WiFi network,IF your Android device connects to a specified wifi network,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
