triggerDesc,actionDesc
IF a button is pressed,", THEN boost heating mode for a limited time."
IF a button is pressed,", THEN boost heating mode until stopped."
IF a button is pressed,", THEN boost heating mode indefinitely."
IF a button is pressed,", THEN boost heating mode temporarily."
IF a button is pressed,", THEN boost heating mode until manually changed."
IF a button is pressed,", THEN boost heating mode continuously."
IF a button is pressed,", THEN set brightness at low power."
IF a button is pressed,", THEN set brightness at medium power."
IF a button is pressed,", THEN set brightness at maximum power."
IF a button is pressed,", THEN set brightness at minimum power ."
IF a button is pressed,", THEN set brightness at default power."
IF a button is pressed,", THEN set brightness at high power."
IF a button is pressed,", THEN set brightness to power saving mode."
IF a button is pressed,", THEN set brightness at moderate power."
IF a button is pressed,", THEN set brightness at boosted power."
IF a button is pressed,", THEN trigger an automation bot in eco mode."
IF a button is pressed,", THEN trigger an automation bot in comfort mode."
IF a button is pressed,", THEN trigger an automation bot in turbo mode."
IF a button is pressed,", THEN trigger an automation bot in low power mode."
IF a button is pressed,", THEN trigger an automation bot in default mode."
IF a button is pressed,", THEN trigger an automation bot in maximum power."
IF a button is pressed,", THEN trigger an automation bot in energy saving mode."
IF a button is pressed,", THEN trigger an automation bot in auto mode."
IF a button is pressed,", THEN trigger an automation bot in boost mode."
IF the door is opened,", THEN activate to a specified scene at low power."
IF the door is opened,", THEN activate to a specified scene at medium power."
IF the door is opened,", THEN activate to a specified scene at maximum power."
IF the door is opened,", THEN activate to a specified scene at minimum power ."
IF the door is opened,", THEN activate to a specified scene at default power."
IF the door is opened,", THEN activate to a specified scene at high power."
IF the door is opened,", THEN activate to a specified scene to power saving mode."
IF the door is opened,", THEN activate to a specified scene at moderate power."
IF the door is opened,", THEN activate to a specified scene at boosted power."
IF the door is opened,", THEN turn on a specific smart device in eco mode."
IF the door is opened,", THEN turn on a specific smart device in comfort mode."
IF the door is opened,", THEN turn on a specific smart device in turbo mode."
IF the door is opened,", THEN turn on a specific smart device in low power mode."
IF the door is opened,", THEN turn on a specific smart device in default mode."
IF the door is opened,", THEN turn on a specific smart device in maximum power."
IF the door is opened,", THEN turn on a specific smart device in energy saving mode."
IF the door is opened,", THEN turn on a specific smart device in auto mode."
IF the door is opened,", THEN turn on a specific smart device in boost mode."
IF the door is opened,", THEN turn on a device for a specific duration in eco mode."
IF the door is opened,", THEN turn on a device for a specific duration in comfort mode."
IF the door is opened,", THEN turn on a device for a specific duration in turbo mode."
IF the door is opened,", THEN turn on a device for a specific duration in low power mode."
IF the door is opened,", THEN turn on a device for a specific duration in default mode."
IF the door is opened,", THEN turn on a device for a specific duration in maximum power."
IF the door is opened,", THEN turn on a device for a specific duration in energy saving mode."
IF the door is opened,", THEN turn on a device for a specific duration in auto mode."
IF the door is opened,", THEN turn on a device for a specific duration in boost mode."
IF the door is opened,", THEN change the device operating mode to eco mode."
IF the door is opened,", THEN change the device operating mode to comfort mode."
IF the door is opened,", THEN change the device operating mode to turbo mode."
IF the door is opened,", THEN change the device operating mode to low power mode."
IF the door is opened,", THEN change the device operating mode to default mode."
IF the door is opened,", THEN change the device operating mode to maximum power."
IF the door is opened,", THEN change the device operating mode to energy saving mode."
IF the door is opened,", THEN change the device operating mode to auto mode."
IF the door is opened,", THEN change the device operating mode to boost mode."
IF the door is opened,", THEN open a connected device for a specific amount of time."
IF the door is opened,", THEN open a connected device for a while."
IF the door is opened,", THEN open a connected device for the entire day."
IF the door is opened,", THEN open a connected device for a limited time."
IF the door is opened,", THEN open a connected device until stopped."
IF the door is opened,", THEN open a connected device indefinitely."
IF the door is opened,", THEN open a connected device temporarily."
IF the door is opened,", THEN open a connected device until manually changed."
IF the door is opened,", THEN open a connected device continuously."
IF your device detects motion,", THEN turn on a device for a specific duration in eco mode."
IF your device detects motion,", THEN turn on a device for a specific duration in comfort mode."
IF your device detects motion,", THEN turn on a device for a specific duration in turbo mode."
IF your device detects motion,", THEN turn on a device for a specific duration in low power mode."
IF your device detects motion,", THEN turn on a device for a specific duration in default mode."
IF your device detects motion,", THEN turn on a device for a specific duration in maximum power."
IF your device detects motion,", THEN turn on a device for a specific duration in energy saving mode."
IF your device detects motion,", THEN turn on a device for a specific duration in auto mode."
IF your device detects motion,", THEN turn on a device for a specific duration in boost mode."
IF your device detects motion,", THEN turn on a specific smart device in eco mode."
IF your device detects motion,", THEN turn on a specific smart device in comfort mode."
IF your device detects motion,", THEN turn on a specific smart device in turbo mode."
IF your device detects motion,", THEN turn on a specific smart device in low power mode."
IF your device detects motion,", THEN turn on a specific smart device in default mode."
IF your device detects motion,", THEN turn on a specific smart device in maximum power."
IF your device detects motion,", THEN turn on a specific smart device in energy saving mode."
IF your device detects motion,", THEN turn on a specific smart device in auto mode."
IF your device detects motion,", THEN turn on a specific smart device in boost mode."
IF your device detects motion,", THEN switch off a device after a specified amount of time."
IF your device detects motion,", THEN switch off a device after a while."
IF your device detects motion,", THEN switch off a device after a large amount of time."
IF your device detects motion,", THEN switch off a device after a fixed delay."
IF your device detects motion,", THEN switch off a device without delay."
IF your device detects motion,", THEN switch off a device after several hours."
IF your device detects motion,", THEN switch off a device after a defined period ."
IF your device detects motion,", THEN switch off a device immediately."
IF your device detects motion,", THEN switch off a device much later."
IF your device detects motion,", THEN set brightness at low power."
IF your device detects motion,", THEN set brightness at medium power."
IF your device detects motion,", THEN set brightness at maximum power."
IF your device detects motion,", THEN set brightness at minimum power ."
IF your device detects motion,", THEN set brightness at default power."
IF your device detects motion,", THEN set brightness at high power."
IF your device detects motion,", THEN set brightness to power saving mode."
IF your device detects motion,", THEN set brightness at moderate power."
IF your device detects motion,", THEN set brightness at boosted power."
IF your device detects motion,", THEN change the device operating mode to eco mode."
IF your device detects motion,", THEN change the device operating mode to comfort mode."
IF your device detects motion,", THEN change the device operating mode to turbo mode."
IF your device detects motion,", THEN change the device operating mode to low power mode."
IF your device detects motion,", THEN change the device operating mode to default mode."
IF your device detects motion,", THEN change the device operating mode to maximum power."
IF your device detects motion,", THEN change the device operating mode to energy saving mode."
IF your device detects motion,", THEN change the device operating mode to auto mode."
IF your device detects motion,", THEN change the device operating mode to boost mode."
IF your device detects motion,", THEN turn off a specified device after a specified amount of time."
IF your device detects motion,", THEN turn off a specified device after a while."
IF your device detects motion,", THEN turn off a specified device after a large amount of time."
IF your device detects motion,", THEN turn off a specified device after a fixed delay."
IF your device detects motion,", THEN turn off a specified device without delay."
IF your device detects motion,", THEN turn off a specified device after several hours."
IF your device detects motion,", THEN turn off a specified device after a defined period ."
IF your device detects motion,", THEN turn off a specified device immediately."
IF your device detects motion,", THEN turn off a specified device much later."
IF your device detects motion,", THEN pause the robot for a specific amount of time."
IF your device detects motion,", THEN pause the robot for a while."
IF your device detects motion,", THEN pause the robot for the entire day."
IF your device detects motion,", THEN pause the robot for a limited time."
IF your device detects motion,", THEN pause the robot until stopped."
IF your device detects motion,", THEN pause the robot indefinitely."
IF your device detects motion,", THEN pause the robot temporarily."
IF your device detects motion,", THEN pause the robot until manually changed."
IF your device detects motion,", THEN pause the robot continuously."
IF your device detects motion,", THEN activate to a specified scene at low power."
IF your device detects motion,", THEN activate to a specified scene at medium power."
IF your device detects motion,", THEN activate to a specified scene at maximum power."
IF your device detects motion,", THEN activate to a specified scene at minimum power ."
IF your device detects motion,", THEN activate to a specified scene at default power."
IF your device detects motion,", THEN activate to a specified scene at high power."
IF your device detects motion,", THEN activate to a specified scene to power saving mode."
IF your device detects motion,", THEN activate to a specified scene at moderate power."
IF your device detects motion,", THEN activate to a specified scene at boosted power."
IF your device detects motion,", THEN start the robot in eco mode."
IF your device detects motion,", THEN start the robot in comfort mode."
IF your device detects motion,", THEN start the robot in turbo mode."
IF your device detects motion,", THEN start the robot in low power mode."
IF your device detects motion,", THEN start the robot in default mode."
IF your device detects motion,", THEN start the robot in maximum power."
IF your device detects motion,", THEN start the robot in energy saving mode."
IF your device detects motion,", THEN start the robot in auto mode."
IF your device detects motion,", THEN start the robot in boost mode."
IF your device detects motion,", THEN open a connected device for a specific amount of time."
IF your device detects motion,", THEN open a connected device for a while."
IF your device detects motion,", THEN open a connected device for the entire day."
IF your device detects motion,", THEN open a connected device for a limited time."
IF your device detects motion,", THEN open a connected device until stopped."
IF your device detects motion,", THEN open a connected device indefinitely."
IF your device detects motion,", THEN open a connected device temporarily."
IF your device detects motion,", THEN open a connected device until manually changed."
IF your device detects motion,", THEN open a connected device continuously."
IF a demand response event starts or ends,", THEN activate to a specified scene at low power."
IF a demand response event starts or ends,", THEN activate to a specified scene at medium power."
IF a demand response event starts or ends,", THEN activate to a specified scene at maximum power."
IF a demand response event starts or ends,", THEN activate to a specified scene at minimum power ."
IF a demand response event starts or ends,", THEN activate to a specified scene at default power."
IF a demand response event starts or ends,", THEN activate to a specified scene at high power."
IF a demand response event starts or ends,", THEN activate to a specified scene to power saving mode."
IF a demand response event starts or ends,", THEN activate to a specified scene at moderate power."
IF a demand response event starts or ends,", THEN activate to a specified scene at boosted power."
IF a demand response event starts or ends,", THEN turn on a specific smart device in eco mode."
IF a demand response event starts or ends,", THEN turn on a specific smart device in comfort mode."
IF a demand response event starts or ends,", THEN turn on a specific smart device in turbo mode."
IF a demand response event starts or ends,", THEN turn on a specific smart device in low power mode."
IF a demand response event starts or ends,", THEN turn on a specific smart device in default mode."
IF a demand response event starts or ends,", THEN turn on a specific smart device in maximum power."
IF a demand response event starts or ends,", THEN turn on a specific smart device in energy saving mode."
IF a demand response event starts or ends,", THEN turn on a specific smart device in auto mode."
IF a demand response event starts or ends,", THEN turn on a specific smart device in boost mode."
IF a demand response event starts or ends,", THEN turn off a specified device after a specified amount of time."
IF a demand response event starts or ends,", THEN turn off a specified device after a while."
IF a demand response event starts or ends,", THEN turn off a specified device after a large amount of time."
IF a demand response event starts or ends,", THEN turn off a specified device after a fixed delay."
IF a demand response event starts or ends,", THEN turn off a specified device without delay."
IF a demand response event starts or ends,", THEN turn off a specified device after several hours."
IF a demand response event starts or ends,", THEN turn off a specified device after a defined period ."
IF a demand response event starts or ends,", THEN turn off a specified device immediately."
IF a demand response event starts or ends,", THEN turn off a specified device much later."
IF a demand response event starts or ends,", THEN change the device operating mode to eco mode."
IF a demand response event starts or ends,", THEN change the device operating mode to comfort mode."
IF a demand response event starts or ends,", THEN change the device operating mode to turbo mode."
IF a demand response event starts or ends,", THEN change the device operating mode to low power mode."
IF a demand response event starts or ends,", THEN change the device operating mode to default mode."
IF a demand response event starts or ends,", THEN change the device operating mode to maximum power."
IF a demand response event starts or ends,", THEN change the device operating mode to energy saving mode."
IF a demand response event starts or ends,", THEN change the device operating mode to auto mode."
IF a demand response event starts or ends,", THEN change the device operating mode to boost mode."
IF a demand response event starts or ends,", THEN start the robot in eco mode."
IF a demand response event starts or ends,", THEN start the robot in comfort mode."
IF a demand response event starts or ends,", THEN start the robot in turbo mode."
IF a demand response event starts or ends,", THEN start the robot in low power mode."
IF a demand response event starts or ends,", THEN start the robot in default mode."
IF a demand response event starts or ends,", THEN start the robot in maximum power."
IF a demand response event starts or ends,", THEN start the robot in energy saving mode."
IF a demand response event starts or ends,", THEN start the robot in auto mode."
IF a demand response event starts or ends,", THEN start the robot in boost mode."
IF a demand response event starts or ends,", THEN switch off a device after a specified amount of time."
IF a demand response event starts or ends,", THEN switch off a device after a while."
IF a demand response event starts or ends,", THEN switch off a device after a large amount of time."
IF a demand response event starts or ends,", THEN switch off a device after a fixed delay."
IF a demand response event starts or ends,", THEN switch off a device without delay."
IF a demand response event starts or ends,", THEN switch off a device after several hours."
IF a demand response event starts or ends,", THEN switch off a device after a defined period ."
IF a demand response event starts or ends,", THEN switch off a device immediately."
IF a demand response event starts or ends,", THEN switch off a device much later."
IF a demand response event starts or ends,", THEN pause the thermostat after a specified amount of time."
IF a demand response event starts or ends,", THEN pause the thermostat after a while."
IF a demand response event starts or ends,", THEN pause the thermostat after a large amount of time."
IF a demand response event starts or ends,", THEN pause the thermostat after a fixed delay."
IF a demand response event starts or ends,", THEN pause the thermostat without delay."
IF a demand response event starts or ends,", THEN pause the thermostat after several hours."
IF a demand response event starts or ends,", THEN pause the thermostat after a defined period ."
IF a demand response event starts or ends,", THEN pause the thermostat immediately."
IF a demand response event starts or ends,", THEN pause the thermostat much later."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in eco mode."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in comfort mode."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in turbo mode."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in low power mode."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in default mode."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in maximum power."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in energy saving mode."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in auto mode."
IF a demand response event starts or ends,", THEN turn on a device for a specific duration in boost mode."
IF a demand response event starts or ends,", THEN pause the robot for a specific amount of time."
IF a demand response event starts or ends,", THEN pause the robot for a while."
IF a demand response event starts or ends,", THEN pause the robot for the entire day."
IF a demand response event starts or ends,", THEN pause the robot for a limited time."
IF a demand response event starts or ends,", THEN pause the robot until stopped."
IF a demand response event starts or ends,", THEN pause the robot indefinitely."
IF a demand response event starts or ends,", THEN pause the robot temporarily."
IF a demand response event starts or ends,", THEN pause the robot until manually changed."
IF a demand response event starts or ends,", THEN pause the robot continuously."
IF a demand response event starts or ends,", THEN unlock a device after a specified amount of time."
IF a demand response event starts or ends,", THEN unlock a device after a while."
IF a demand response event starts or ends,", THEN unlock a device after a large amount of time."
IF a demand response event starts or ends,", THEN unlock a device after a fixed delay."
IF a demand response event starts or ends,", THEN unlock a device without delay."
IF a demand response event starts or ends,", THEN unlock a device after several hours."
IF a demand response event starts or ends,", THEN unlock a device after a defined period ."
IF a demand response event starts or ends,", THEN unlock a device immediately."
IF a demand response event starts or ends,", THEN unlock a device much later."
IF motion is detected,", THEN turn on a specific smart device in eco mode."
IF motion is detected,", THEN turn on a specific smart device in comfort mode."
IF motion is detected,", THEN turn on a specific smart device in turbo mode."
IF motion is detected,", THEN turn on a specific smart device in low power mode."
IF motion is detected,", THEN turn on a specific smart device in default mode."
IF motion is detected,", THEN turn on a specific smart device in maximum power."
IF motion is detected,", THEN turn on a specific smart device in energy saving mode."
IF motion is detected,", THEN turn on a specific smart device in auto mode."
IF motion is detected,", THEN turn on a specific smart device in boost mode."
IF motion is detected,", THEN turn on a device for a specific duration in eco mode."
IF motion is detected,", THEN turn on a device for a specific duration in comfort mode."
IF motion is detected,", THEN turn on a device for a specific duration in turbo mode."
IF motion is detected,", THEN turn on a device for a specific duration in low power mode."
IF motion is detected,", THEN turn on a device for a specific duration in default mode."
IF motion is detected,", THEN turn on a device for a specific duration in maximum power."
IF motion is detected,", THEN turn on a device for a specific duration in energy saving mode."
IF motion is detected,", THEN turn on a device for a specific duration in auto mode."
IF motion is detected,", THEN turn on a device for a specific duration in boost mode."
IF motion is detected,", THEN switch off a device after a specified amount of time."
IF motion is detected,", THEN switch off a device after a while."
IF motion is detected,", THEN switch off a device after a large amount of time."
IF motion is detected,", THEN switch off a device after a fixed delay."
IF motion is detected,", THEN switch off a device without delay."
IF motion is detected,", THEN switch off a device after several hours."
IF motion is detected,", THEN switch off a device after a defined period ."
IF motion is detected,", THEN switch off a device immediately."
IF motion is detected,", THEN switch off a device much later."
IF motion is detected,", THEN close a connected device after a specified amount of time."
IF motion is detected,", THEN close a connected device after a while."
IF motion is detected,", THEN close a connected device after a large amount of time."
IF motion is detected,", THEN close a connected device after a fixed delay."
IF motion is detected,", THEN close a connected device without delay."
IF motion is detected,", THEN close a connected device after several hours."
IF motion is detected,", THEN close a connected device after a defined period ."
IF motion is detected,", THEN close a connected device immediately."
IF motion is detected,", THEN close a connected device much later."
IF motion is detected,", THEN set brightness at low power."
IF motion is detected,", THEN set brightness at medium power."
IF motion is detected,", THEN set brightness at maximum power."
IF motion is detected,", THEN set brightness at minimum power ."
IF motion is detected,", THEN set brightness at default power."
IF motion is detected,", THEN set brightness at high power."
IF motion is detected,", THEN set brightness to power saving mode."
IF motion is detected,", THEN set brightness at moderate power."
IF motion is detected,", THEN set brightness at boosted power."
IF motion is detected,", THEN turn off a specified device after a specified amount of time."
IF motion is detected,", THEN turn off a specified device after a while."
IF motion is detected,", THEN turn off a specified device after a large amount of time."
IF motion is detected,", THEN turn off a specified device after a fixed delay."
IF motion is detected,", THEN turn off a specified device without delay."
IF motion is detected,", THEN turn off a specified device after several hours."
IF motion is detected,", THEN turn off a specified device after a defined period ."
IF motion is detected,", THEN turn off a specified device immediately."
IF motion is detected,", THEN turn off a specified device much later."
IF motion is detected,", THEN toggle a device on in eco mode."
IF motion is detected,", THEN toggle a device on in comfort mode."
IF motion is detected,", THEN toggle a device on in turbo mode."
IF motion is detected,", THEN toggle a device on in low power mode."
IF motion is detected,", THEN toggle a device on in default mode."
IF motion is detected,", THEN toggle a device on in maximum power."
IF motion is detected,", THEN toggle a device on in energy saving mode."
IF motion is detected,", THEN toggle a device on in auto mode."
IF motion is detected,", THEN toggle a device on in boost mode."
IF motion is detected,", THEN trigger an automation bot in eco mode."
IF motion is detected,", THEN trigger an automation bot in comfort mode."
IF motion is detected,", THEN trigger an automation bot in turbo mode."
IF motion is detected,", THEN trigger an automation bot in low power mode."
IF motion is detected,", THEN trigger an automation bot in default mode."
IF motion is detected,", THEN trigger an automation bot in maximum power."
IF motion is detected,", THEN trigger an automation bot in energy saving mode."
IF motion is detected,", THEN trigger an automation bot in auto mode."
IF motion is detected,", THEN trigger an automation bot in boost mode."
IF a button is pressed,", THEN turn on a device for a specific duration in eco mode."
IF a button is pressed,", THEN turn on a device for a specific duration in comfort mode."
IF a button is pressed,", THEN turn on a device for a specific duration in turbo mode."
IF a button is pressed,", THEN turn on a device for a specific duration in low power mode."
IF a button is pressed,", THEN turn on a device for a specific duration in default mode."
IF a button is pressed,", THEN turn on a device for a specific duration in maximum power."
IF a button is pressed,", THEN turn on a device for a specific duration in energy saving mode."
IF a button is pressed,", THEN turn on a device for a specific duration in auto mode."
IF a button is pressed,", THEN turn on a device for a specific duration in boost mode."
IF a button is pressed,", THEN pause the thermostat after a specified amount of time."
IF a button is pressed,", THEN pause the thermostat after a while."
IF a button is pressed,", THEN pause the thermostat after a large amount of time."
IF a button is pressed,", THEN pause the thermostat after a fixed delay."
IF a button is pressed,", THEN pause the thermostat without delay."
IF a button is pressed,", THEN pause the thermostat after several hours."
IF a button is pressed,", THEN pause the thermostat after a defined period ."
IF a button is pressed,", THEN pause the thermostat immediately."
IF a button is pressed,", THEN pause the thermostat much later."
IF a button is pressed,", THEN change the device operating mode to eco mode."
IF a button is pressed,", THEN change the device operating mode to comfort mode."
IF a button is pressed,", THEN change the device operating mode to turbo mode."
IF a button is pressed,", THEN change the device operating mode to low power mode."
IF a button is pressed,", THEN change the device operating mode to default mode."
IF a button is pressed,", THEN change the device operating mode to maximum power."
IF a button is pressed,", THEN change the device operating mode to energy saving mode."
IF a button is pressed,", THEN change the device operating mode to auto mode."
IF a button is pressed,", THEN change the device operating mode to boost mode."
IF a button is pressed,", THEN turn off a specified device after a specified amount of time."
IF a button is pressed,", THEN turn off a specified device after a while."
IF a button is pressed,", THEN turn off a specified device after a large amount of time."
IF a button is pressed,", THEN turn off a specified device after a fixed delay."
IF a button is pressed,", THEN turn off a specified device without delay."
IF a button is pressed,", THEN turn off a specified device after several hours."
IF a button is pressed,", THEN turn off a specified device after a defined period ."
IF a button is pressed,", THEN turn off a specified device immediately."
IF a button is pressed,", THEN turn off a specified device much later."
IF a button is pressed,", THEN activate to a specified scene at low power."
IF a button is pressed,", THEN activate to a specified scene at medium power."
IF a button is pressed,", THEN activate to a specified scene at maximum power."
IF a button is pressed,", THEN activate to a specified scene at minimum power ."
IF a button is pressed,", THEN activate to a specified scene at default power."
IF a button is pressed,", THEN activate to a specified scene at high power."
IF a button is pressed,", THEN activate to a specified scene to power saving mode."
IF a button is pressed,", THEN activate to a specified scene at moderate power."
IF a button is pressed,", THEN activate to a specified scene at boosted power."
IF a button is pressed,", THEN switch off a device after a specified amount of time."
IF a button is pressed,", THEN switch off a device after a while."
IF a button is pressed,", THEN switch off a device after a large amount of time."
IF a button is pressed,", THEN switch off a device after a fixed delay."
IF a button is pressed,", THEN switch off a device without delay."
IF a button is pressed,", THEN switch off a device after several hours."
IF a button is pressed,", THEN switch off a device after a defined period ."
IF a button is pressed,", THEN switch off a device immediately."
IF a button is pressed,", THEN switch off a device much later."
IF a button is pressed,", THEN toggle a device on in eco mode."
IF a button is pressed,", THEN toggle a device on in comfort mode."
IF a button is pressed,", THEN toggle a device on in turbo mode."
IF a button is pressed,", THEN toggle a device on in low power mode."
IF a button is pressed,", THEN toggle a device on in default mode."
IF a button is pressed,", THEN toggle a device on in maximum power."
IF a button is pressed,", THEN toggle a device on in energy saving mode."
IF a button is pressed,", THEN toggle a device on in auto mode."
IF a button is pressed,", THEN toggle a device on in boost mode."
IF a button is pressed,", THEN turn on a specific smart device in eco mode."
IF a button is pressed,", THEN turn on a specific smart device in comfort mode."
IF a button is pressed,", THEN turn on a specific smart device in turbo mode."
IF a button is pressed,", THEN turn on a specific smart device in low power mode."
IF a button is pressed,", THEN turn on a specific smart device in default mode."
IF a button is pressed,", THEN turn on a specific smart device in maximum power."
IF a button is pressed,", THEN turn on a specific smart device in energy saving mode."
IF a button is pressed,", THEN turn on a specific smart device in auto mode."
IF a button is pressed,", THEN turn on a specific smart device in boost mode."
IF a button is pressed,", THEN let the robot clean a specific room at low power."
IF a button is pressed,", THEN let the robot clean a specific room at medium power."
IF a button is pressed,", THEN let the robot clean a specific room at maximum power."
IF a button is pressed,", THEN let the robot clean a specific room at minimum power ."
IF a button is pressed,", THEN let the robot clean a specific room at default power."
IF a button is pressed,", THEN let the robot clean a specific room at high power."
IF a button is pressed,", THEN let the robot clean a specific room to power saving mode."
IF a button is pressed,", THEN let the robot clean a specific room at moderate power."
IF a button is pressed,", THEN let the robot clean a specific room at boosted power."
IF a button is pressed,", THEN unlock a device after a specified amount of time."
IF a button is pressed,", THEN unlock a device after a while."
IF a button is pressed,", THEN unlock a device after a large amount of time."
IF a button is pressed,", THEN unlock a device after a fixed delay."
IF a button is pressed,", THEN unlock a device without delay."
IF a button is pressed,", THEN unlock a device after several hours."
IF a button is pressed,", THEN unlock a device after a defined period ."
IF a button is pressed,", THEN unlock a device immediately."
IF a button is pressed,", THEN unlock a device much later."
IF a button is pressed,", THEN change home system mode to eco mode."
IF a button is pressed,", THEN change home system mode to comfort mode."
IF a button is pressed,", THEN change home system mode to turbo mode."
IF a button is pressed,", THEN change home system mode to low power mode."
IF a button is pressed,", THEN change home system mode to default mode."
IF a button is pressed,", THEN change home system mode to maximum power."
IF a button is pressed,", THEN change home system mode to energy saving mode."
IF a button is pressed,", THEN change home system mode to auto mode."
IF a button is pressed,", THEN change home system mode to boost mode."
IF a button is pressed,", THEN turn off a smart device after a specified amount of time."
IF a button is pressed,", THEN turn off a smart device after a while."
IF a button is pressed,", THEN turn off a smart device after a large amount of time."
IF a button is pressed,", THEN turn off a smart device after a fixed delay."
IF a button is pressed,", THEN turn off a smart device without delay."
IF a button is pressed,", THEN turn off a smart device after several hours."
IF a button is pressed,", THEN turn off a smart device after a defined period ."
IF a button is pressed,", THEN turn off a smart device immediately."
IF a button is pressed,", THEN turn off a smart device much later."
IF a button is pressed,", THEN start the robot in eco mode."
IF a button is pressed,", THEN start the robot in comfort mode."
IF a button is pressed,", THEN start the robot in turbo mode."
IF a button is pressed,", THEN start the robot in low power mode."
IF a button is pressed,", THEN start the robot in default mode."
IF a button is pressed,", THEN start the robot in maximum power."
IF a button is pressed,", THEN start the robot in energy saving mode."
IF a button is pressed,", THEN start the robot in auto mode."
IF a button is pressed,", THEN start the robot in boost mode."
IF a button is pressed,", THEN boost heating mode for a specific amount of time."
IF a button is pressed,", THEN boost heating mode for a while."
IF a button is pressed,", THEN boost heating mode for the entire day."
IF a button is pressed,", THEN boost heating mode for a limited time."
IF a button is pressed,", THEN boost heating mode until stopped."
IF a button is pressed,", THEN boost heating mode indefinitely."
IF a button is pressed,", THEN boost heating mode temporarily."
IF a button is pressed,", THEN boost heating mode until manually changed."
IF a button is pressed,", THEN boost heating mode continuously."
IF a button is pressed,", THEN set brightness at low power."
IF a button is pressed,", THEN set brightness at medium power."
IF a button is pressed,", THEN set brightness at maximum power."
IF a button is pressed,", THEN set brightness at minimum power ."
IF a button is pressed,", THEN set brightness at default power."
IF a button is pressed,", THEN set brightness at high power."
IF a button is pressed,", THEN set brightness to power saving mode."
IF a button is pressed,", THEN set brightness at moderate power."
IF a button is pressed,", THEN set brightness at boosted power."
IF a button is pressed,", THEN trigger an automation bot in eco mode."
IF a button is pressed,", THEN trigger an automation bot in comfort mode."
IF a button is pressed,", THEN trigger an automation bot in turbo mode."
IF a button is pressed,", THEN trigger an automation bot in low power mode."
IF a button is pressed,", THEN trigger an automation bot in default mode."
IF a button is pressed,", THEN trigger an automation bot in maximum power."
IF a button is pressed,", THEN trigger an automation bot in energy saving mode."
IF a button is pressed,", THEN trigger an automation bot in auto mode."
IF a button is pressed,", THEN trigger an automation bot in boost mode."
IF everyone leaves the house,", THEN activate to a specified scene at low power."
IF everyone leaves the house,", THEN activate to a specified scene at medium power."
IF everyone leaves the house,", THEN activate to a specified scene at maximum power."
IF everyone leaves the house,", THEN activate to a specified scene at minimum power ."
IF everyone leaves the house,", THEN activate to a specified scene at default power."
IF everyone leaves the house,", THEN activate to a specified scene at high power."
IF everyone leaves the house,", THEN activate to a specified scene to power saving mode."
IF everyone leaves the house,", THEN activate to a specified scene at moderate power."
IF everyone leaves the house,", THEN activate to a specified scene at boosted power."
IF everyone leaves the house,", THEN turn on a device for a specific duration in eco mode."
IF everyone leaves the house,", THEN turn on a device for a specific duration in comfort mode."
IF everyone leaves the house,", THEN turn on a device for a specific duration in turbo mode."
IF everyone leaves the house,", THEN turn on a device for a specific duration in low power mode."
IF everyone leaves the house,", THEN turn on a device for a specific duration in default mode."
IF everyone leaves the house,", THEN turn on a device for a specific duration in maximum power."
IF everyone leaves the house,", THEN turn on a device for a specific duration in energy saving mode."
IF everyone leaves the house,", THEN turn on a device for a specific duration in auto mode."
IF everyone leaves the house,", THEN turn on a device for a specific duration in boost mode."
IF everyone leaves the house,", THEN set brightness at low power."
IF everyone leaves the house,", THEN set brightness at medium power."
IF everyone leaves the house,", THEN set brightness at maximum power."
IF everyone leaves the house,", THEN set brightness at minimum power ."
IF everyone leaves the house,", THEN set brightness at default power."
IF everyone leaves the house,", THEN set brightness at high power."
IF everyone leaves the house,", THEN set brightness to power saving mode."
IF everyone leaves the house,", THEN set brightness at moderate power."
IF everyone leaves the house,", THEN set brightness at boosted power."
IF everyone leaves the house,", THEN switch off a device after a specified amount of time."
IF everyone leaves the house,", THEN switch off a device after a while."
IF everyone leaves the house,", THEN switch off a device after a large amount of time."
IF everyone leaves the house,", THEN switch off a device after a fixed delay."
IF everyone leaves the house,", THEN switch off a device without delay."
IF everyone leaves the house,", THEN switch off a device after several hours."
IF everyone leaves the house,", THEN switch off a device after a defined period ."
IF everyone leaves the house,", THEN switch off a device immediately."
IF everyone leaves the house,", THEN switch off a device much later."
IF everyone leaves the house,", THEN pause the robot for a specific amount of time."
IF everyone leaves the house,", THEN pause the robot for a while."
IF everyone leaves the house,", THEN pause the robot for the entire day."
IF everyone leaves the house,", THEN pause the robot for a limited time."
IF everyone leaves the house,", THEN pause the robot until stopped."
IF everyone leaves the house,", THEN pause the robot indefinitely."
IF everyone leaves the house,", THEN pause the robot temporarily."
IF everyone leaves the house,", THEN pause the robot until manually changed."
IF everyone leaves the house,", THEN pause the robot continuously."
