triggerDesc,actionDesc,freeOrLocked
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF apilio event,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF superchat received,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you achieve your daily point goal.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF flic clicked,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF temperature rises above a threshold,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF new playlist track,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF weekly schedule,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF super sticker received,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF flic clicked,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF netatmo person detected,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF motion sensor is triggered,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when you enter a room.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when an alarm event occurs.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF contact opens,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF generic button press,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires an alert when your alarm panel has an alarm.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF home home mode,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your ecobee light switch is turned on.,", THEN turns on a light switch in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF calendar event is upcoming,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add an item to your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF mentioned on Twitter,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF camera motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF doorbell motion,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every year on the fourth of july at the time you specify.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF new public video is posted,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF flic clicked,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
IF yearly schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunrise approaching,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF temperature falls below a threshold,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ihome button,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device is opened.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF superchat received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires at the hours where electricity in denmark is cheap.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF wifi connected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when everyone has gone to sleep.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF quarter hour,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when battery levels fall below normal levels for any vehicle in your account. the vehicle ingredient specifies the name of the vehicle with the problem.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time your myfox security system receives an alarm (detection, intrusion, silent alert, ...).",", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires and retrieves air quality from louisville metro air sensors.,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm triggered,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF step goal reached,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF superchat received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add money to your porkfolio.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF apilio event,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF away mode switched,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF camera motion,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add a new reminder.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area entered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the button is pressed on your skybell hd.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF daily schedule,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a user is detected in or nearby your network.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area entered,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF wyze sound detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF weekly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device detects temperatures below a value you specify.,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your smartthings device is opened.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your skybell hd detects motions.,", THEN power-cycles a smart switch in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you add a new reminder.,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF calendar event is upcoming,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF yearly schedule,", THEN power-cycles a smart switch in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your weatherflow tempest station detects the start of rain.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the co₂ level for a specific devices exceeded a specified threshold.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF apilio event,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF air quality alert occurs,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF superchat received,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF quarter hour,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF doorbell motion,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF daily schedule,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when your smart bed alarm clock is activated,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF misfit single press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns off the light [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires ever time the gust speed rises above a value you specify.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm triggered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weight logged,", THEN turns off smart lights [ACTION_W].",LOCKED
IF door panel is opened,", THEN turns on smart lights [ACTION_X].",LOCKED
IF doorbell motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you press the stone.,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when tado⁠° switches to home mode.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sms received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time an alarm is detected.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires when the alarm has changed mode. i.e. armed, disarmed or set to home shield mode.",", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF temperature falls below a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF mentioned on Twitter,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF temperature falls below a threshold,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF alarm triggered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF temperature falls below a threshold,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ifttt hashtag email,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF Facebook photo is posted,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF home home mode,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN turns on smart lights [ACTION_X].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when home mode is on.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF lock unlocked,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF instagram post,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF calendar event is upcoming,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when tado⁠° switches to home mode.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns off the light [ACTION_W].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF home away mode,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF Android notification is received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous carbon monoxide levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF motion sensor is triggered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF area entered,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF alarm sounds,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your ifttt tag on mesh app receives an input signal from the other tag.,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF new public video is posted,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF night mode on,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunrise approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF generic button press,", THEN toggles lights based on current state in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a task is completed.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF away mode canceled,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF apilio event,", THEN switches off the lights [ACTION_W].",LOCKED
IF weather condition change,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF robot cleaning done,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your ifttt tag on mesh app receives an input signal from the other tag.,", THEN turns on smart lights [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the scene in a room is changed.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm is triggered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF temperature rises above a threshold,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF netatmo person detected,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous carbon monoxide levels.,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF area entered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects warning carbon monoxide levels.,", THEN turns on smart lights in [ACTION_X].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time you ask alexa for a team's next game. for example, 'alexa, when do the toronto blue jays play?'",", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF apilio event,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ifttt hashtag email,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF apilio event,", THEN turns off smart lights [ACTION_W].",LOCKED
IF co2 high,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alarm triggered,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF yearly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF Android notification is received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF home away mode,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF alarm triggered,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a motion sensor becomes clear.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ihome button,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your misfit shine logs sleep with a duration above the target hours you specify.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF generic button press,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Arlo detects motion,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the nest protect you specify detects dangerous smoke levels.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires when you are scheduled to be away and nobody is in the house.  
note: smartgeo™ needs to be active",", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new reminder is added to the list you specify.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF ifttt email trigger,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF away mode switched,", THEN turns off smart lights [ACTION_W].",LOCKED
IF tweet with hashtag,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunrise approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights [ACTION_X].",LOCKED
IF motion detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires if you tap a gesture with a custom ifttt task matching the id of this trigger.,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the button is pressed on your skybell hd.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new tweet matches your search query. note: limited to 15 tweets per check.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF motion cleared,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns off a light switch [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF yearly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Arlo detects motion,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weather condition change,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF prayer time occurs,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN switches off the lights [ACTION_W].",LOCKED
IF camera motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF lametric button pressed,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF Android notification is received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN switches off the lights [ACTION_W].",LOCKED
IF step goal reached,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when your local room temperature exceeds a given threshold.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF flic clicked,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sms received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF flic clicked,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF super sticker received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when specified pir kumosensor detects movement.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF calendar event is upcoming,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF order is out for delivery,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your oven is turned on.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alarm triggered,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF weather condition change,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on a light switch [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo light switches off.,", THEN sets the brightness level of smart lights [ACTION_Z].",LOCKED
IF area entered,", THEN start smart lights [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF netatmo person detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
