id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
DSjvkzW7,Weather Underground,Today's weather report,IF today's current weather report is retrieved,Philips Hue,Set a scene in a room,", THEN activates a lighting scene [ACTION_Y].",Light,This Trigger retrieves today's current weather report within 5 minutes of the time you specify. NOTE: Pollen count available only in the USA.,"This Action well set a scene on your hue lights. NOTE: in order to add lights to a room, you must be using the newest version of the Hue app"
DSvEWnY5,Button widget,Button press,IF you press the button,Hubitat,Turn off a device,", THEN enables [ACTION_X] as lighting mode.",Light,This trigger fires every time you press the button.,"This action will turn off your Hubitat switches, lights, sirens, strobes, etc."
DTL4d6hQ,Arlo,Motion detected,IF your Arlo device detects motion,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires when your Arlo device detects motion.,This Action will turn on your hue lights.
DU3gupcy,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Dim lights,", THEN adjusts the brightness of lights [ACTION_W].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will dim or brighten your hue lights to a value between 0-100.
DU6upsHA,Weather Underground,Current condition changes to,IF the current weather condition changes,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
DUDH7NmA,Weather Underground,Sunrise,IF within 15 minutes of sunrise in your location,LIFX,Turn lights off,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn your lights off.
DUNErBxS,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn on your hue lights.
DUX4xPK3,Amazon Alexa,Your Alarm goes off,IF your alarm goes off,Hive Active Light™,Turn on light for a specific duration,", THEN turns on the light [ACTION_Y].",Light,This Trigger fires every time your alarm goes off.,This Action will turn your Hive light on for a specific duration
DVS4fx2b,Date & Time,Every day at,IF every single day at a specific time,LIFX,Turn lights on,", THEN turns on smart lights [ACTION_X].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn your lights on.
DVtpvKDF,Kronaby,Pusher pressed,IF the assigned pusher on your Kronaby watch is fired,LIFX,Toggle lights on/off,", THEN toggles lights based on current state in [ACTION_X].",Light,This trigger is fired from the assigned pusher on your Kronaby watch.,"This Action will turn your lights off if they are on, and turn them on if they are off."
DXuv9yHQ,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
DYWZuTyw,Weather Underground,Sunrise,IF within 15 minutes of sunrise in your location,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn off your hue lights.
DZ74TJyV,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn on your hue lights.
DZj3ArNG,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
DatDvuJp,RSS Feed,New feed item,IF a new item is added to a feed you specify,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every time a new item is added to the feed you specify.,This Action will briefly turn your hue lights off then back on.
DcDNyhQa,ecobee,Thermostat enters Smart Home/Away,IF your Ecobee thermostat changes to smart home or smart away comfort profiles,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This trigger fires every time your ecobee thermostat and Room Sensors change to Smart Home or Smart Away comfort profiles.,This Action will turn on your hue lights.
DdVZ5G6x,Date & Time,Every day at,IF every single day at a specific time,MagicLight WiFi,Blink lights,", THEN triggers a light animation effect [ACTION_Z].",Light,This Trigger fires every single day at a specific time set by you.,This Action will make your lights quickly blink the color of your choice.
Ddbu4fRh,TP-Link Router,Device Connects,IF a previously-connected device connects to your TP-Link router,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This trigger fires every time a previously-connected device connects to your TP-Link router.,This Action will turn on your hue lights.
DdhaVFR2,Email,Send IFTTT an email tagged,IF you send IFTTT any email at trigger@applet.ifttt.com,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,This Action will turn on your hue lights.
Ddhxfpvw,Location,You exit an area,IF you exit an area you specify,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every time you exit an area you specify.,This Action will turn off your hue lights.
De7RH6nb,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,MagicHue,Turn lights off,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn your lights off.
Df28Dx9G,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn off your hue lights.
DfhHzs7Q,Location,You enter an area,IF you enter an area you specify,ecobee,Turn light switch on,", THEN turns on a light switch in [ACTION_X].",Light,This Trigger fires every time you enter an area you specify.,This action turns on one of your light switches.
DgbcqLE6,Weather Underground,Wind speed rises above,IF the wind speed rises above a value in your location,LIFX,Breathe lights,", THEN triggers a light animation effect [ACTION_Z].",Light,This Trigger fires every time the wind speed rises above a value you specify in your location.,This Action will make your lights slowly breathe the color of your choice.
Dh84tAGv,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn on your hue lights.
DhiasUJM,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn off your hue lights.
DiVAW98Z,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,LIFX,Turn lights off,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn your lights off.
DiuTCv5p,Google Assistant,Say a phrase with a text ingredient,IF you like a tweet,LIFX,Activate scene,", THEN activates a lighting scene [ACTION_Y].",Light,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This Action will activate a Scene.
DiyY9ENt,GE Appliances Refrigerator,Any door open,IF your refrigerator or freezer doors are open,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time your refrigerator or freezer doors are open.,This Action will turn on your hue lights.
Dj4dZmBa,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
DkivTL3e,Ring,New Ring Detected,IF somebody rings your Ring doorbell,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every time somebody rings your Ring Doorbell.,This Action will briefly turn your hue lights off then back on.
DktAeLX5,Twitter,New follower,IF a new user starts following you,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires every time a new user starts following you.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
DnD4ATz9,Litter-Robot by Whisker,Litter Robot Events,IF an event is triggered from your Litter Robot,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This trigger fires when an event is triggered from your litter robot. ie. Clean Cycle Completes,This Action will briefly turn your hue lights off then back on.
DpAufPXD,Boundary,The alarm was disarmed,IF the alarm is armed,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This trigger fires when the alarm is disarmed.,This Action will turn on your hue lights.
DpR9fiuk,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn on your hue lights.
DphkPabU,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn on your hue lights.
DqbRtDvw,Date & Time,Every day at,IF every single day at a specific time,LIFX,Turn lights off,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn your lights off.
DwB3s5vY,Weather Underground,Current condition changes to,IF the current weather condition changes,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will briefly turn your hue lights off then back on.
Dwa6gyV4,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
DwpW4Hcz,Netatmo Weather Station,Rain detected,IF your Netatmo rain gauge detects that it is raining,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires every time your Netatmo Rain Gauge detects that it is raining.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
Dx8Etsej,Nest Cam,New motion event,IF the camera detects a motion event,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time the camera detects a motion event.,This Action will turn on your hue lights.
DxA93fcv,Spotify,New saved track,IF you save a new track to your music on Spotify,LIFX,Change color of lights,", THEN changes the color of lights [ACTION_Y].",Light,This Trigger fires every time you save a new track to Your Music on Spotify.,This Action will change the color of your lights.
DxEHvszK,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn on your hue lights.
DxFLBvhc,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn off your hue lights.
DxVeU3cW,Android Device,Disconnects from any WiFi network,IF your Android device disconnects from any WiFi network,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time your Android device disconnects from any WiFi network.,This Action will turn on your hue lights.
Dy5XSUwM,Android Device,Notification received from a specific app,IF any new notification is received on your Android device,Philips Hue,Set a scene in a room,", THEN activates a lighting scene [ACTION_Y].",Light,This trigger fires every time a new notification is received on your Android device from an app that you specify. NOTE: will not fire for IFTTT app notifications.,"This Action well set a scene on your hue lights. NOTE: in order to add lights to a room, you must be using the newest version of the Hue app"
Dy7KDmqk,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,LIFX,Turn lights on,", THEN turns on smart lights [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn your lights on.
Dyj9dNwB,Otiom,Start Alarm,IF the Otiom tag enters an alarm state,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,The Otiom tag has entered an alarm state,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
DzdW9pJe,Weather Underground,Sunrise,IF within 15 minutes of sunrise in your location,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn off your hue lights.
DzgSXCRh,Location,You enter an area,IF you enter an area you specify,LIFX,Breathe lights,", THEN triggers a light animation effect [ACTION_Z].",Light,This Trigger fires every time you enter an area you specify.,This Action will make your lights slowly breathe the color of your choice.
DzygXcxQ,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Dim lights,", THEN adjusts the brightness of lights [ACTION_W].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will dim or brighten your hue lights to a value between 0-100.
E23v9Sgu,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will briefly turn your hue lights off then back on.
E3sYaAPT,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Change to random color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change your hue lights to a randomly selected color. NOTE: not compatible with hue lux bulbs.
E3tsExjU,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Yeelight,Toggle lights on/off,", THEN toggles the lights on or off [ACTION_Y].",Light,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn on, turn off or toggle your lights."
E4HKxTPj,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Dim lights,", THEN adjusts the brightness of lights [ACTION_W].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will dim or brighten your hue lights to a value between 0-100.
E4K25XM9,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn off your hue lights.
E5HXpjPB,Nest Cam,New motion event,IF the camera detects a motion event,WiZ,Turn on / change light mode,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time the camera detects a motion event.,"This action will turn on the selected light(s). Optionally, a light mode or pre-defined color can be applied, as well as a level of dimming."
E6Yg7jzH,Location,You enter an area,IF you enter an area you specify,Yeelight,Toggle lights on/off,", THEN toggles the lights on or off [ACTION_Y].",Light,This Trigger fires every time you enter an area you specify.,"This Action will turn on, turn off or toggle your lights."
E7XMwmjn,iOS Reminders,Any new reminder,IF you add a new reminder,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every time you add a new reminder.,This Action will briefly turn your hue lights off then back on.
E7qB8aSs,Telegram,New message with key phrase to @IFTTT,IF you send a text message with a key phrase to the @ifttt bot on Telegram,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This trigger fires when you send a text message with a key phrase to the @IFTTT bot on Telegram.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
E8rSnX3G,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Set a scene in a room,", THEN activates a lighting scene [ACTION_Y].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.","This Action well set a scene on your hue lights. NOTE: in order to add lights to a room, you must be using the newest version of the Hue app"
EAmfxpst,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn off your hue lights.
EBU7aVGx,Somfy Protect,Alarm initiated,IF your MyFox security system receives an alarm,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,"This Trigger fires every time your Myfox security system receives an alarm (detection, intrusion, silent alert, ...).",This Action will turn on your hue lights.
EBushxLD,Android SMS,New SMS received from phone number,IF you receive an SMS on your Android device from a specified phone number,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every time you receive an SMS on your Android device from a phone number you specify.,This Action will briefly turn your hue lights off then back on.
ECyRrJqt,Netatmo Security,Someone known arrives home,IF someone already identified by the camera arrives home,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time someone already identified by the camera arrives home.,This Action will turn on your hue lights.
ED4vAhqB,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn on your hue lights.
EDA2hvHp,Google Wifi,Device Connects,IF a device connects to Google WiFi,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time a device connects to Google Wifi.,This Action will turn on your hue lights.
EDRTBjpv,Bouncie,Geo-Circle was exited,IF a vehicle exits one of its geo-circles,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This trigger fires when a vehicle exits one of its geo-circles,This Action will turn off your hue lights.
EDjyzTKi,Location,You exit an area,IF you exit an area you specify,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every time you exit an area you specify.,This Action will turn off your hue lights.
EF3kjprg,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,LIFX,Blink lights,", THEN triggers a light animation effect [ACTION_Z].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will make your lights quickly blink the color of your choice.
EFCrN8Xw,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn on your hue lights.
EHigpM4j,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Set a scene in a room,", THEN activates a lighting scene [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This Action well set a scene on your hue lights. NOTE: in order to add lights to a room, you must be using the newest version of the Hue app"
EJACfdhL,Email,Send IFTTT any email,IF you send IFTTT any email at trigger@applet.ifttt.com,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,This Action will turn on your hue lights.
EJiZpcvm,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn off your hue lights.
EK3Qanyi,Airthings,Humidity rises above threshold,IF the humidity rises above a provided threshold,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This trigger fires when the humidity of a device rises above the provided threshold.,This Action will briefly turn your hue lights off then back on.
ELemQTvJ,Instagram,Any new photo by you,IF you share any new photo on Instagram,LIFX,Blink lights,", THEN triggers a light animation effect [ACTION_Z].",Light,This Trigger fires every time you share any new photo on Instagram.,This Action will make your lights quickly blink the color of your choice.
ENimaUAg,Email,Send IFTTT an email tagged,IF you send IFTTT any email at trigger@applet.ifttt.com,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,Send IFTTT an email at trigger@applet.ifttt.com with a hashtag in the subject (e.g. #IFTTT) and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient.,This Action will turn on your hue lights.
EQ4ucnJv,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn off your hue lights.
EQEVWMLC,Withings Sleep,When I get out of bed,IF your Withings Sleep detects that you get out of bed,WiZ,Turn on / change light mode,", THEN turns on smart lights in [ACTION_X].",Light,"This trigger fires every time your Withings Sleep detects that you get out of bed, within the start and end time parameters that you specify.","This action will turn on the selected light(s). Optionally, a light mode or pre-defined color can be applied, as well as a level of dimming."
EQMD7j6Z,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
ERfkUBHd,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
ES9DTueB,Weather Underground,Today's weather report,IF today's current weather report is retrieved,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger retrieves today's current weather report within 5 minutes of the time you specify. NOTE: Pollen count available only in the USA.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
ETMrAq4m,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn on your hue lights.
ETc3EULG,August,Lock locked,IF a specified lock is locked,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires every time the specified lock is locked.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
EUt6Vh2P,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
EVSz9Kv4,Google Calendar,Any event starts,IF a set number of minutes before any Google Calendar event,LIFX,Turn lights on,", THEN turns on smart lights [ACTION_X].",Light,This Trigger fires a set number of minutes before the starting time of any event on your Google Calendar. Note: The time in the ingredient will be based on the timezone set in Google Calendar.,This Action will turn your lights on.
EVqWvb6j,Weather Underground,Sunrise,IF within 15 minutes of sunrise in your location,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires within 15 minutes of the sunrise in your location.,This Action will turn off your hue lights.
EW2z6s8X,Arlo,Motion detected,IF your Arlo device detects motion,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires when your Arlo device detects motion.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
EWxh8yQe,Date & Time,Every hour at,"IF once an hour at :00, :15, :30, or :45 minutes past the hour",LIFX,Toggle lights on/off,", THEN toggles lights based on current state in [ACTION_X].",Light,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.","This Action will turn your lights off if they are on, and turn them on if they are off."
EYWma7sS,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,LIFX,Change color of lights,", THEN changes the color of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your lights.
EZ8mh7bX,Nest Protect,Smoke alarm emergency,IF Nest Protect detects dangerous smoke levels,WeMo Light Switch,Turn on,", THEN turns on a light switch [ACTION_Y].",Light,This Trigger fires every time the Nest Protect you specify detects dangerous smoke levels.,"This Action will turn a WeMo Light Switch on. If the WeMo Switch is already on, it will remain on."
EZRGJ42b,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
Eati7Sk2,Date & Time,Every day at,IF every single day at a specific time,Sengled,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn on your sengled lights.
EbHVeNFM,Weather Underground,Current condition changes to,IF the current weather condition changes,Yeelight,Set scene,", THEN sets lights to a predefined scene [ACTION_Z].",Light,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will set your lights to a pre-defined scene.
EbXVCTPj,abode,Mode changed,IF your Abode system mode is changed,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires when your abode system mode is changed (Away, Home, Standby).",This Action will turn off your hue lights.
Ed6YT2vj,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Lutron Caséta and RA2 Select,Activate scene,", THEN activates a lighting scene in [ACTION_X].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will adjust multiple lights and shades together by activating a scene created in the Lutron app.
