triggerDesc,actionDesc
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner at moderate value."
IF a voice assistant is activated with a specific phrase,", THEN turns on the air conditioner at boosted value."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event after a while."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event without delay."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event after several hours."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event immediately."
IF a voice assistant is activated with a specific phrase,", THEN cancels the current thermostat event much later."
IF a voice assistant is activated with a specific phrase,", THEN sets home to eco mode."
IF a voice assistant is activated with a specific phrase,", THEN sets home to comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN sets home to turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN sets home to low power mode."
IF a voice assistant is activated with a specific phrase,", THEN sets home to default mode."
IF a voice assistant is activated with a specific phrase,", THEN sets home to maximum power."
IF a voice assistant is activated with a specific phrase,", THEN sets home to energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN sets home to auto mode."
IF a voice assistant is activated with a specific phrase,", THEN sets home to boost mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to eco mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to comfort mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to turbo mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to low power mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to default mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to maximum power."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to energy saving mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to auto mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner and configures settings to boost mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in eco mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in comfort mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in turbo mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in low power mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in default mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in maximum power."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in energy saving mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in auto mode."
IF is one of the specific days of the week at a specified time,", THEN turns on the air conditioner in boost mode."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at low value."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at medium value."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at maximum value."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at minimum value ."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at default value."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at high value."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature to power saving mode."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at moderate value."
IF is one of the specific days of the week at a specified time,", THEN sets the water heater temperature at boosted value."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify after a specified amount of time."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify after a while."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify after a large amount of time."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify after a fixed delay."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify without delay."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify after several hours."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify after a defined period ."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify immediately."
IF is one of the specific days of the week at a specified time,", THEN the thermostat to the temperature you specify much later."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature for a specific amount of time."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature for a while."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature for the entire day."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature for a limited time."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature until stopped."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature indefinitely."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature temporarily."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature until manually changed."
IF is one of the specific days of the week at a specified time,", THEN sets the thermostat temperature continuously."
IF is one of the specific days of the week at a specified time,", THEN sets a timed eco mode to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed comfort mode to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed turbo mode to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed low power mode to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed default mode to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed maximum power to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed energy saving mode to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed auto mode to hold."
IF is one of the specific days of the week at a specified time,", THEN sets a timed boost mode to hold."
IF is one of the specific days of the week at a specified time,", THEN activates eco mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates comfort mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates turbo mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates low power mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates default mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates maximum power on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates energy saving mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates auto mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN activates boost mode on the appliance."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at low value."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at medium value."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at maximum value."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at minimum value ."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at default value."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at high value."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode to power saving mode."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at moderate value."
IF is one of the specific days of the week at a specified time,", THEN configures thermostat fan mode at boosted value."
IF an SMS is sent from Android,", THEN sets the thermostat temperature for a specific amount of time."
IF an SMS is sent from Android,", THEN sets the thermostat temperature for a while."
IF an SMS is sent from Android,", THEN sets the thermostat temperature for the entire day."
IF an SMS is sent from Android,", THEN sets the thermostat temperature for a limited time."
IF an SMS is sent from Android,", THEN sets the thermostat temperature until stopped."
IF an SMS is sent from Android,", THEN sets the thermostat temperature indefinitely."
IF an SMS is sent from Android,", THEN sets the thermostat temperature temporarily."
IF an SMS is sent from Android,", THEN sets the thermostat temperature until manually changed."
IF an SMS is sent from Android,", THEN sets the thermostat temperature continuously."
IF an SMS is sent from Android,", THEN resumes the programmed schedule for a specific amount of time."
IF an SMS is sent from Android,", THEN resumes the programmed schedule for a while."
IF an SMS is sent from Android,", THEN resumes the programmed schedule for the entire day."
IF an SMS is sent from Android,", THEN resumes the programmed schedule for a limited time."
IF an SMS is sent from Android,", THEN resumes the programmed schedule until stopped."
IF an SMS is sent from Android,", THEN resumes the programmed schedule indefinitely."
IF an SMS is sent from Android,", THEN resumes the programmed schedule temporarily."
IF an SMS is sent from Android,", THEN resumes the programmed schedule until manually changed."
IF an SMS is sent from Android,", THEN resumes the programmed schedule continuously."
IF local temperature is below a specified value,", THEN sets the target temperature at low value on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature at medium value on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature at maximum value on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature at minimum value  on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature at default value on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature at high value on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature to power saving mode on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature at moderate value on the window air conditioner."
IF local temperature is below a specified value,", THEN sets the target temperature at boosted value on the window air conditioner."
IF local temperature is below a specified value,", THEN boosts heating for a specific amount of time."
IF local temperature is below a specified value,", THEN boosts heating for a while."
IF local temperature is below a specified value,", THEN boosts heating for the entire day."
IF local temperature is below a specified value,", THEN boosts heating for a limited time."
IF local temperature is below a specified value,", THEN boosts heating until stopped."
IF local temperature is below a specified value,", THEN boosts heating indefinitely."
IF local temperature is below a specified value,", THEN boosts heating temporarily."
IF local temperature is below a specified value,", THEN boosts heating until manually changed."
IF local temperature is below a specified value,", THEN boosts heating continuously."
IF local temperature is below a specified value,", THEN sets the room temperature at low value."
IF local temperature is below a specified value,", THEN sets the room temperature at medium value."
IF local temperature is below a specified value,", THEN sets the room temperature at maximum value."
IF local temperature is below a specified value,", THEN sets the room temperature at minimum value ."
IF local temperature is below a specified value,", THEN sets the room temperature at default value."
IF local temperature is below a specified value,", THEN sets the room temperature at high value."
IF local temperature is below a specified value,", THEN sets the room temperature to power saving mode."
IF local temperature is below a specified value,", THEN sets the room temperature at moderate value."
IF local temperature is below a specified value,", THEN sets the room temperature at boosted value."
IF local temperature is below a specified value,", THEN sets the thermostat temperature for a specific amount of time."
IF local temperature is below a specified value,", THEN sets the thermostat temperature for a while."
IF local temperature is below a specified value,", THEN sets the thermostat temperature for the entire day."
IF local temperature is below a specified value,", THEN sets the thermostat temperature for a limited time."
IF local temperature is below a specified value,", THEN sets the thermostat temperature until stopped."
IF local temperature is below a specified value,", THEN sets the thermostat temperature indefinitely."
IF local temperature is below a specified value,", THEN sets the thermostat temperature temporarily."
IF local temperature is below a specified value,", THEN sets the thermostat temperature until manually changed."
IF local temperature is below a specified value,", THEN sets the thermostat temperature continuously."
IF local temperature is below a specified value,", THEN restores default heating schedule at low value."
IF local temperature is below a specified value,", THEN restores default heating schedule at medium value."
IF local temperature is below a specified value,", THEN restores default heating schedule at maximum value."
IF local temperature is below a specified value,", THEN restores default heating schedule at minimum value ."
IF local temperature is below a specified value,", THEN restores default heating schedule at default value."
IF local temperature is below a specified value,", THEN restores default heating schedule at high value."
IF local temperature is below a specified value,", THEN restores default heating schedule to power saving mode."
IF local temperature is below a specified value,", THEN restores default heating schedule at moderate value."
IF local temperature is below a specified value,", THEN restores default heating schedule at boosted value."
IF local temperature is below a specified value,", THEN enables a temperature hold for a specific amount of time."
IF local temperature is below a specified value,", THEN enables a temperature hold for a while."
IF local temperature is below a specified value,", THEN enables a temperature hold for the entire day."
IF local temperature is below a specified value,", THEN enables a temperature hold for a limited time."
IF local temperature is below a specified value,", THEN enables a temperature hold until stopped."
IF local temperature is below a specified value,", THEN enables a temperature hold indefinitely."
IF local temperature is below a specified value,", THEN enables a temperature hold temporarily."
IF local temperature is below a specified value,", THEN enables a temperature hold until manually changed."
IF local temperature is below a specified value,", THEN enables a temperature hold continuously."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify after a specified amount of time."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify after a while."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify after a large amount of time."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify after a fixed delay."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify without delay."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify after several hours."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify after a defined period ."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify immediately."
IF local temperature is below a specified value,", THEN the thermostat to the temperature you specify much later."
IF local temperature is below a specified value,", THEN sets heating mode at low value."
IF local temperature is below a specified value,", THEN sets heating mode at medium value."
IF local temperature is below a specified value,", THEN sets heating mode at maximum value."
IF local temperature is below a specified value,", THEN sets heating mode at minimum value ."
IF local temperature is below a specified value,", THEN sets heating mode at default value."
IF local temperature is below a specified value,", THEN sets heating mode at high value."
IF local temperature is below a specified value,", THEN sets heating mode to power saving mode."
IF local temperature is below a specified value,", THEN sets heating mode at moderate value."
IF local temperature is below a specified value,", THEN sets heating mode at boosted value."
IF local temperature is below a specified value,", THEN sets the thermostat to eco mode."
IF local temperature is below a specified value,", THEN sets the thermostat to comfort mode."
IF local temperature is below a specified value,", THEN sets the thermostat to turbo mode."
IF local temperature is below a specified value,", THEN sets the thermostat to low power mode."
IF local temperature is below a specified value,", THEN sets the thermostat to default mode."
IF local temperature is below a specified value,", THEN sets the thermostat to maximum power."
IF local temperature is below a specified value,", THEN sets the thermostat to energy saving mode."
IF local temperature is below a specified value,", THEN sets the thermostat to auto mode."
IF local temperature is below a specified value,", THEN sets the thermostat to boost mode."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at low value."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at medium value."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at maximum value."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at minimum value ."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at default value."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at high value."
IF local temperature is below a specified value,", THEN configures thermostat fan mode to power saving mode."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at moderate value."
IF local temperature is below a specified value,", THEN configures thermostat fan mode at boosted value."
IF local temperature is below a specified value,", THEN sets heating mode to eco mode."
IF local temperature is below a specified value,", THEN sets heating mode to comfort mode."
IF local temperature is below a specified value,", THEN sets heating mode to turbo mode."
IF local temperature is below a specified value,", THEN sets heating mode to low power mode."
IF local temperature is below a specified value,", THEN sets heating mode to default mode."
IF local temperature is below a specified value,", THEN sets heating mode to maximum power."
IF local temperature is below a specified value,", THEN sets heating mode to energy saving mode."
IF local temperature is below a specified value,", THEN sets heating mode to auto mode."
IF local temperature is below a specified value,", THEN sets heating mode to boost mode."
IF local temperature is below a specified value,", THEN starts heating at low value."
IF local temperature is below a specified value,", THEN starts heating at medium value."
IF local temperature is below a specified value,", THEN starts heating at maximum value."
IF local temperature is below a specified value,", THEN starts heating at minimum value ."
IF local temperature is below a specified value,", THEN starts heating at default value."
IF local temperature is below a specified value,", THEN starts heating at high value."
IF local temperature is below a specified value,", THEN starts heating to power saving mode."
IF local temperature is below a specified value,", THEN starts heating at moderate value."
IF local temperature is below a specified value,", THEN starts heating at boosted value."
IF local temperature is below a specified value,", THEN sets a timed eco mode to hold."
IF local temperature is below a specified value,", THEN sets a timed comfort mode to hold."
IF local temperature is below a specified value,", THEN sets a timed turbo mode to hold."
IF local temperature is below a specified value,", THEN sets a timed low power mode to hold."
IF local temperature is below a specified value,", THEN sets a timed default mode to hold."
IF local temperature is below a specified value,", THEN sets a timed maximum power to hold."
IF local temperature is below a specified value,", THEN sets a timed energy saving mode to hold."
IF local temperature is below a specified value,", THEN sets a timed auto mode to hold."
IF local temperature is below a specified value,", THEN sets a timed boost mode to hold."
IF a button is pressed,", THEN sets the thermostat to eco mode."
IF a button is pressed,", THEN sets the thermostat to comfort mode."
IF a button is pressed,", THEN sets the thermostat to turbo mode."
IF a button is pressed,", THEN sets the thermostat to low power mode."
IF a button is pressed,", THEN sets the thermostat to default mode."
IF a button is pressed,", THEN sets the thermostat to maximum power."
IF a button is pressed,", THEN sets the thermostat to energy saving mode."
IF a button is pressed,", THEN sets the thermostat to auto mode."
IF a button is pressed,", THEN sets the thermostat to boost mode."
IF a button is pressed,", THEN updates the thermostat schedule after a specified amount of time."
IF a button is pressed,", THEN updates the thermostat schedule after a while."
IF a button is pressed,", THEN updates the thermostat schedule after a large amount of time."
IF a button is pressed,", THEN updates the thermostat schedule after a fixed delay."
IF a button is pressed,", THEN updates the thermostat schedule without delay."
IF a button is pressed,", THEN updates the thermostat schedule after several hours."
IF a button is pressed,", THEN updates the thermostat schedule after a defined period ."
IF a button is pressed,", THEN updates the thermostat schedule immediately."
IF a button is pressed,", THEN updates the thermostat schedule much later."
IF a button is pressed,", THEN sets a timed eco mode to hold."
IF a button is pressed,", THEN sets a timed comfort mode to hold."
IF a button is pressed,", THEN sets a timed turbo mode to hold."
IF a button is pressed,", THEN sets a timed low power mode to hold."
IF a button is pressed,", THEN sets a timed default mode to hold."
IF a button is pressed,", THEN sets a timed maximum power to hold."
IF a button is pressed,", THEN sets a timed energy saving mode to hold."
IF a button is pressed,", THEN sets a timed auto mode to hold."
IF a button is pressed,", THEN sets a timed boost mode to hold."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling for a specific amount of time."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling for a while."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling for the entire day."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling for a limited time."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling until stopped."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling indefinitely."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling temporarily."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling until manually changed."
IF a button is pressed,", THEN temporarily boosts refrigerator cooling continuously."
IF a button is pressed,", THEN sets the thermostat temperature for a specific amount of time."
IF a button is pressed,", THEN sets the thermostat temperature for a while."
IF a button is pressed,", THEN sets the thermostat temperature for the entire day."
IF a button is pressed,", THEN sets the thermostat temperature for a limited time."
IF a button is pressed,", THEN sets the thermostat temperature until stopped."
IF a button is pressed,", THEN sets the thermostat temperature indefinitely."
IF a button is pressed,", THEN sets the thermostat temperature temporarily."
IF a button is pressed,", THEN sets the thermostat temperature until manually changed."
IF a button is pressed,", THEN sets the thermostat temperature continuously."
IF a button is pressed,", THEN the thermostat to the temperature you specify after a specified amount of time."
IF a button is pressed,", THEN the thermostat to the temperature you specify after a while."
IF a button is pressed,", THEN the thermostat to the temperature you specify after a large amount of time."
IF a button is pressed,", THEN the thermostat to the temperature you specify after a fixed delay."
IF a button is pressed,", THEN the thermostat to the temperature you specify without delay."
IF a button is pressed,", THEN the thermostat to the temperature you specify after several hours."
IF a button is pressed,", THEN the thermostat to the temperature you specify after a defined period ."
IF a button is pressed,", THEN the thermostat to the temperature you specify immediately."
IF a button is pressed,", THEN the thermostat to the temperature you specify much later."
IF a button is pressed,", THEN boosts heating for a specific amount of time."
IF a button is pressed,", THEN boosts heating for a while."
IF a button is pressed,", THEN boosts heating for the entire day."
IF a button is pressed,", THEN boosts heating for a limited time."
IF a button is pressed,", THEN boosts heating until stopped."
IF a button is pressed,", THEN boosts heating indefinitely."
IF a button is pressed,", THEN boosts heating temporarily."
IF a button is pressed,", THEN boosts heating until manually changed."
IF a button is pressed,", THEN boosts heating continuously."
IF a button is pressed,", THEN sets heating mode at low value."
IF a button is pressed,", THEN sets heating mode at medium value."
IF a button is pressed,", THEN sets heating mode at maximum value."
IF a button is pressed,", THEN sets heating mode at minimum value ."
IF a button is pressed,", THEN sets heating mode at default value."
IF a button is pressed,", THEN sets heating mode at high value."
IF a button is pressed,", THEN sets heating mode to power saving mode."
IF a button is pressed,", THEN sets heating mode at moderate value."
IF a button is pressed,", THEN sets heating mode at boosted value."
IF a button is pressed,", THEN sets home to eco mode."
IF a button is pressed,", THEN sets home to comfort mode."
IF a button is pressed,", THEN sets home to turbo mode."
IF a button is pressed,", THEN sets home to low power mode."
IF a button is pressed,", THEN sets home to default mode."
IF a button is pressed,", THEN sets home to maximum power."
IF a button is pressed,", THEN sets home to energy saving mode."
IF a button is pressed,", THEN sets home to auto mode."
IF a button is pressed,", THEN sets home to boost mode."
IF a button is pressed,", THEN boosts hot water for a specific amount of time."
IF a button is pressed,", THEN boosts hot water for a while."
IF a button is pressed,", THEN boosts hot water for the entire day."
IF a button is pressed,", THEN boosts hot water for a limited time."
IF a button is pressed,", THEN boosts hot water until stopped."
IF a button is pressed,", THEN boosts hot water indefinitely."
IF a button is pressed,", THEN boosts hot water temporarily."
IF a button is pressed,", THEN boosts hot water until manually changed."
IF a button is pressed,", THEN boosts hot water continuously."
IF a button is pressed,", THEN sets the room temperature at low value."
IF a button is pressed,", THEN sets the room temperature at medium value."
IF a button is pressed,", THEN sets the room temperature at maximum value."
IF a button is pressed,", THEN sets the room temperature at minimum value ."
IF a button is pressed,", THEN sets the room temperature at default value."
IF a button is pressed,", THEN sets the room temperature at high value."
IF a button is pressed,", THEN sets the room temperature to power saving mode."
IF a button is pressed,", THEN sets the room temperature at moderate value."
IF a button is pressed,", THEN sets the room temperature at boosted value."
IF a button is pressed,", THEN starts heating at low value."
IF a button is pressed,", THEN starts heating at medium value."
IF a button is pressed,", THEN starts heating at maximum value."
IF a button is pressed,", THEN starts heating at minimum value ."
IF a button is pressed,", THEN starts heating at default value."
IF a button is pressed,", THEN starts heating at high value."
IF a button is pressed,", THEN starts heating to power saving mode."
IF a button is pressed,", THEN starts heating at moderate value."
IF a button is pressed,", THEN starts heating at boosted value."
IF a button is pressed,", THEN configures thermostat fan mode at low value."
IF a button is pressed,", THEN configures thermostat fan mode at medium value."
IF a button is pressed,", THEN configures thermostat fan mode at maximum value."
IF a button is pressed,", THEN configures thermostat fan mode at minimum value ."
IF a button is pressed,", THEN configures thermostat fan mode at default value."
IF a button is pressed,", THEN configures thermostat fan mode at high value."
IF a button is pressed,", THEN configures thermostat fan mode to power saving mode."
IF a button is pressed,", THEN configures thermostat fan mode at moderate value."
IF a button is pressed,", THEN configures thermostat fan mode at boosted value."
IF a button is pressed,", THEN turns off heating after a specified amount of time."
IF a button is pressed,", THEN turns off heating after a while."
IF a button is pressed,", THEN turns off heating after a large amount of time."
IF a button is pressed,", THEN turns off heating after a fixed delay."
IF a button is pressed,", THEN turns off heating without delay."
IF a button is pressed,", THEN turns off heating after several hours."
IF a button is pressed,", THEN turns off heating after a defined period ."
IF a button is pressed,", THEN turns off heating immediately."
IF a button is pressed,", THEN turns off heating much later."
IF a button is pressed,", THEN restores default heating schedule at low value."
IF a button is pressed,", THEN restores default heating schedule at medium value."
IF a button is pressed,", THEN restores default heating schedule at maximum value."
IF a button is pressed,", THEN restores default heating schedule at minimum value ."
IF a button is pressed,", THEN restores default heating schedule at default value."
IF a button is pressed,", THEN restores default heating schedule at high value."
IF a button is pressed,", THEN restores default heating schedule to power saving mode."
IF a button is pressed,", THEN restores default heating schedule at moderate value."
IF a button is pressed,", THEN restores default heating schedule at boosted value."
IF a button is pressed,", THEN turns on the air conditioner in eco mode."
IF a button is pressed,", THEN turns on the air conditioner in comfort mode."
IF a button is pressed,", THEN turns on the air conditioner in turbo mode."
IF a button is pressed,", THEN turns on the air conditioner in low power mode."
IF a button is pressed,", THEN turns on the air conditioner in default mode."
IF a button is pressed,", THEN turns on the air conditioner in maximum power."
IF a button is pressed,", THEN turns on the air conditioner in energy saving mode."
IF a button is pressed,", THEN turns on the air conditioner in auto mode."
IF a button is pressed,", THEN turns on the air conditioner in boost mode."
IF a button is pressed,", THEN starts heating at a preferred temperature for a specific amount of time."
IF a button is pressed,", THEN starts heating at a preferred temperature for a while."
IF a button is pressed,", THEN starts heating at a preferred temperature for the entire day."
IF a button is pressed,", THEN starts heating at a preferred temperature for a limited time."
IF a button is pressed,", THEN starts heating at a preferred temperature until stopped."
IF a button is pressed,", THEN starts heating at a preferred temperature indefinitely."
IF a button is pressed,", THEN starts heating at a preferred temperature temporarily."
IF a button is pressed,", THEN starts heating at a preferred temperature until manually changed."
IF a button is pressed,", THEN starts heating at a preferred temperature continuously."
IF a button is pressed,", THEN turn off the thermostat after a specified amount of time."
IF a button is pressed,", THEN turn off the thermostat after a while."
IF a button is pressed,", THEN turn off the thermostat after a large amount of time."
IF a button is pressed,", THEN turn off the thermostat after a fixed delay."
IF a button is pressed,", THEN turn off the thermostat without delay."
IF a button is pressed,", THEN turn off the thermostat after several hours."
IF a button is pressed,", THEN turn off the thermostat after a defined period ."
IF a button is pressed,", THEN turn off the thermostat immediately."
IF a button is pressed,", THEN turn off the thermostat much later."
IF a button is pressed,", THEN sets cooling mode at low value."
IF a button is pressed,", THEN sets cooling mode at medium value."
IF a button is pressed,", THEN sets cooling mode at maximum value."
IF a button is pressed,", THEN sets cooling mode at minimum value ."
IF a button is pressed,", THEN sets cooling mode at default value."
IF a button is pressed,", THEN sets cooling mode at high value."
IF a button is pressed,", THEN sets cooling mode to power saving mode."
IF a button is pressed,", THEN sets cooling mode at moderate value."
IF a button is pressed,", THEN sets cooling mode at boosted value."
IF a button is pressed,", THEN enables a temperature hold for a specific amount of time."
IF a button is pressed,", THEN enables a temperature hold for a while."
IF a button is pressed,", THEN enables a temperature hold for the entire day."
IF a button is pressed,", THEN enables a temperature hold for a limited time."
IF a button is pressed,", THEN enables a temperature hold until stopped."
IF a button is pressed,", THEN enables a temperature hold indefinitely."
IF a button is pressed,", THEN enables a temperature hold temporarily."
IF a button is pressed,", THEN enables a temperature hold until manually changed."
IF a button is pressed,", THEN enables a temperature hold continuously."
IF a button is pressed,", THEN turns on the air conditioner at low value."
IF a button is pressed,", THEN turns on the air conditioner at medium value."
IF a button is pressed,", THEN turns on the air conditioner at maximum value."
IF a button is pressed,", THEN turns on the air conditioner at minimum value ."
IF a button is pressed,", THEN turns on the air conditioner at default value."
IF a button is pressed,", THEN turns on the air conditioner at high value."
IF a button is pressed,", THEN turns on the air conditioner to power saving mode."
IF a button is pressed,", THEN turns on the air conditioner at moderate value."
IF a button is pressed,", THEN turns on the air conditioner at boosted value."
IF a button is pressed,", THEN temporarily boosts freezer cooling for a specific amount of time."
IF a button is pressed,", THEN temporarily boosts freezer cooling for a while."
IF a button is pressed,", THEN temporarily boosts freezer cooling for the entire day."
IF a button is pressed,", THEN temporarily boosts freezer cooling for a limited time."
IF a button is pressed,", THEN temporarily boosts freezer cooling until stopped."
IF a button is pressed,", THEN temporarily boosts freezer cooling indefinitely."
IF a button is pressed,", THEN temporarily boosts freezer cooling temporarily."
IF a button is pressed,", THEN temporarily boosts freezer cooling until manually changed."
IF a button is pressed,", THEN temporarily boosts freezer cooling continuously."
IF a button is pressed,", THEN sets the target temperature at low value on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature at medium value on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature at maximum value on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature at minimum value  on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature at default value on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature at high value on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature to power saving mode on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature at moderate value on the window air conditioner."
IF a button is pressed,", THEN sets the target temperature at boosted value on the window air conditioner."
IF temperature drops below a threshold,", THEN sets the thermostat temperature for a specific amount of time."
IF temperature drops below a threshold,", THEN sets the thermostat temperature for a while."
IF temperature drops below a threshold,", THEN sets the thermostat temperature for the entire day."
IF temperature drops below a threshold,", THEN sets the thermostat temperature for a limited time."
IF temperature drops below a threshold,", THEN sets the thermostat temperature until stopped."
IF temperature drops below a threshold,", THEN sets the thermostat temperature indefinitely."
IF temperature drops below a threshold,", THEN sets the thermostat temperature temporarily."
IF temperature drops below a threshold,", THEN sets the thermostat temperature until manually changed."
